,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1273,1273,"представление интересов площадки рад в регионе; привлечение заказчиков для ведения закупочной деятельности на этп рад (44-фз, 223-фз) ; развитие существующей клиентской базы; составление презентационных материалов и коммерческих предложений ; проведение переговоров с первыми лицами компаний/контрактными службами; поддержание лояльности заказчиков.","&quot;белая&quot; заработная плата, обсуждается индивидуально на собеседовании; график работы с 09:00 до 18:00 в пт. до с 09:00 до 17:00; дружный коллектив, динамичная компания, перспективы роста; дмс; корпоративное обучение (посещение конференций и мастер классов); интересные задачи; дружная команда; наша компания многопрофильная, поэтому у вас есть возможность развиваться и строить свою карьеру вместе с нами; премии, выслуга лет, материальная помощь при рождении, бракосочетании, утрате. будем рады видеть вас в нашей команде!","опыт работы по 44-фз и 223-фз, знание законодательства; опыт успешных продаж (b2b, b2g) от 2 лет; активная жизненная позиция; грамотная устная и письменная речь; навык телефонных переговоров; &quot;белая&quot; заработная плата, обсуждается индивидуально на собеседовании; график работы с 09:00 до 18:00 в пт. до с 09:00 до 17:00; дружный коллектив, динамичная компания, перспективы роста; дмс; корпоративное обучение (посещение конференций и мастер классов); интересные задачи; дружная команда; наша компания многопрофильная, поэтому у вас есть возможность развиваться и строить свою карьеру вместе с нами; премии, выслуга лет, материальная помощь при рождении, бракосочетании, утрате. будем рады видеть вас в нашей команде!","уважаемый соискатель, немного о нашей компании, ао &quot;рад&quot; является крупной федеральной компанией в россии . в очной и электронной форме мы проводим все виды торгово-закупочных процедур: аукционы по продаже имущества в интересах государства, корпораций и компаний с госучастием, банков и частных лиц, а также торги по продаже проблемного имущества, корпоративные и государственные закупки. сегодня компания имеет сеть филиалов и представительств – в москве, санкт-петербурге, нижнем новгороде, новосибирске, тюмени, самаре, барнауле, владивостоке, красноярске, екатеринбурге, краснодаре, уфе, сочи, улан-удэ, воронеже, ярославле, астрахани, ростове-на-дону. среди основных клиентов рада: федеральные министерства: росимущество, министерство экономического развития россии, министерство обороны и министерство культуры россии; правительственные структуры москвы, московской области, санкт-петербурга, ханты-мансийского автономного округа-югры, самары, тюмени и пр. федеральные государственные предприятия: ао «росгеология», оао «росатом», пао «россети», оао «ржд» и пао «фск еэс», пао «газпром», оао «роскартография», ао «авиакомпания «россия», оборонный концерн нпо «алмаз-антей», сбербанк россии, а также банки, строительные корпорации, крупные собственники недвижимости и бизнеса. представление интересов площадки рад в регионе; привлечение заказчиков для ведения закупочной деятельности на этп рад (44-фз, 223-фз) ; развитие существующей клиентской базы; составление презентационных материалов и коммерческих предложений ; проведение переговоров с первыми лицами компаний/контрактными службами; поддержание лояльности заказчиков. опыт работы по 44-фз и 223-фз, знание законодательства; опыт успешных продаж (b2b, b2g) от 2 лет; активная жизненная позиция; грамотная устная и письменная речь; навык телефонных переговоров; &quot;белая&quot; заработная плата, обсуждается индивидуально на собеседовании; график работы с 09:00 до 18:00 в пт. до с 09:00 до 17:00; дружный коллектив, динамичная компания, перспективы роста; дмс; корпоративное обучение (посещение конференций и мастер классов); интересные задачи; дружная команда; наша компания многопрофильная, поэтому у вас есть возможность развиваться и строить свою карьеру вместе с нами; премии, выслуга лет, материальная помощь при рождении, бракосочетании, утрате. будем рады видеть вас в нашей команде!",региональный представитель (44 223 фз),Тюмень,,,Российский аукционный дом,2019-09-30T16:48:13+0300,between1And3,full,fullDay,Активные продажи|Государственные закупки|Холодные продажи|Ведение переговоров|B2B Продажи
