,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
442,442,"ручная сборка электрооборудования по рабочим инструкциям и сборочным схемам выполнение простых сборочных операций по подключению электрокомпонентов, сборке клеммных коробок, плетению жгутов и т.д упаковка оборудования устранение незначительных неисправностей; настройка сетевого оборудования и пк;","постоянная работа в растущей компании своевременная выплата заработной платы работа в чистом, светлом,теплом помещении график работы 5/2 с 9.30 до 18.00 10-15 минут пешком от метро московские ворота или электросила обеспечение спецодеждой","знания принципов работы пк и сетевого оборудования; знание основ электротехники и пуэ наличие опыта сборки электрооборудования чтение сборочных чертежей и электрических схем уверенное использование ручного инструмента уверенное использование паяльного оборудования умение быстро перестраиваться под сборку не серийного оборудования умение быстро меняться и обучаться под текущие задачи умение принимать самостоятельные решения нацеленность на результат навыки самоорганизации коммуникабельность стрессоустойчивость пунктуальность честность ответственность постоянная работа в растущей компании своевременная выплата заработной платы работа в чистом, светлом,теплом помещении график работы 5/2 с 9.30 до 18.00 10-15 минут пешком от метро московские ворота или электросила обеспечение спецодеждой","ручная сборка электрооборудования по рабочим инструкциям и сборочным схемам выполнение простых сборочных операций по подключению электрокомпонентов, сборке клеммных коробок, плетению жгутов и т.д упаковка оборудования устранение незначительных неисправностей; настройка сетевого оборудования и пк; знания принципов работы пк и сетевого оборудования; знание основ электротехники и пуэ наличие опыта сборки электрооборудования чтение сборочных чертежей и электрических схем уверенное использование ручного инструмента уверенное использование паяльного оборудования умение быстро перестраиваться под сборку не серийного оборудования умение быстро меняться и обучаться под текущие задачи умение принимать самостоятельные решения нацеленность на результат навыки самоорганизации коммуникабельность стрессоустойчивость пунктуальность честность ответственность постоянная работа в растущей компании своевременная выплата заработной платы работа в чистом, светлом,теплом помещении график работы 5/2 с 9.30 до 18.00 10-15 минут пешком от метро московские ворота или электросила обеспечение спецодеждой",сборщикрэа,Санкт-Петербург,35000.0,45000.0,Проект,2019-10-10T14:37:58+0300,between1And3,full,fullDay,опыт сборки электрооборудования|Чтение электросхем|уверенное пользование ручного инструмента|уверенное использование паяльной станции|хорошие знания настроек ПК|сетевые настройки
