,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
213,213,"разработка прикладного по и интерфейсов; разработка базы данных; тестирование, отладка и сопровождение прикладного по; проверка работоспособности и соответствия прикладного по его функциональному назначению","официальная заработная плата; полное соблюдение норм тк рф; работа в крупной, динамично развивающейся компании; график работы 5/2 с 09.00 до 18.00; дмс","высшее образование; опыт работы на аналогичной должности от 3-х лет; знание delphi, sql, oracle pl/sql, scrum agile, jira; официальная заработная плата; полное соблюдение норм тк рф; работа в крупной, динамично развивающейся компании; график работы 5/2 с 09.00 до 18.00; дмс","разработка прикладного по и интерфейсов; разработка базы данных; тестирование, отладка и сопровождение прикладного по; проверка работоспособности и соответствия прикладного по его функциональному назначению высшее образование; опыт работы на аналогичной должности от 3-х лет; знание delphi, sql, oracle pl/sql, scrum agile, jira; официальная заработная плата; полное соблюдение норм тк рф; работа в крупной, динамично развивающейся компании; график работы 5/2 с 09.00 до 18.00; дмс",разработчикdelphi,Санкт-Петербург,,,ПКБ,2019-09-20T16:24:11+0300,between3And6,full,fullDay,Delphi|SQL|Oracle Pl/SQL
