,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1290,1290,"техническое обслуживание, ремонт, пуско-наладочные работы систем опс, видеонаблюдения, скуд, электроосвещения, электроснабжения. обслуживание систем осуществляется на объектах заказчика. возможны краткосрочные командировки (1-2 дня) по тюменской области","официальное трудоустройство согласно тк рф обучение по продукции и технологиям за счет компании своевременная оплата труда (без задержек) компенсация гсм, амортизации и сотовой связи.","знание систем электроснабжения, опс, скуд, видеонаблюдения, по орион, макроскоп, интеллект, трассир (или хотя бы половины из перечисленного) аккуратность, ответственность. официальное трудоустройство согласно тк рф обучение по продукции и технологиям за счет компании своевременная оплата труда (без задержек) компенсация гсм, амортизации и сотовой связи.","техническое обслуживание, ремонт, пуско-наладочные работы систем опс, видеонаблюдения, скуд, электроосвещения, электроснабжения. обслуживание систем осуществляется на объектах заказчика. возможны краткосрочные командировки (1-2 дня) по тюменской области знание систем электроснабжения, опс, скуд, видеонаблюдения, по орион, макроскоп, интеллект, трассир (или хотя бы половины из перечисленного) аккуратность, ответственность. официальное трудоустройство согласно тк рф обучение по продукции и технологиям за счет компании своевременная оплата труда (без задержек) компенсация гсм, амортизации и сотовой связи.",техник инженер по обслуживанию слаботочных систем и электроснабжения,Тюмень,35000.0,45000.0,Альтекс,2019-09-26T12:19:51+0300,between1And3,full,fullDay,Техническое обслуживание|Умение работать в команде|Пользователь ПК|Деловое общение
