,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1045,1045,,,,"onlinesim - интернет-проект, существующий с 2013г, который стремительно растет и развивается. мы занимаемся предоставлением индивидуальных, виртуальных номеров для приема смс и переадресации звонков. в связи с расширением нашей компании ищем нового сотрудника. чем вы будете заниматься: - добавлением новых сим карт в базу; - тех. поддержка пользователей. что мы ждем от вас: - умение работать в многозадачном режиме; - опытный пользователь пк, знание офисных приложений; - высокий уровень обучаемости; - коммуникабельность, внимательность, ответственность и пунктуальность. мы предлагаем: - корпоративное обучение и ввод в должность; - оформление согласно тк рф; - график работы: 4 дня по 10 часов в неделю (любые дни). - офис в бц «морской вокзал» (25 минут пешком или 10 минут на транспорте от м. приморская). невозможность удаленной работы; - корпоративные мероприятия.",оператор сайта,Санкт-Петербург,30000.0,42000.0,Онлайнсим,2019-10-03T13:57:57+0300,between1And3,full,shift,
