,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
535,535,,,,"команда qa мтс обеспечивает качество продуктов собственной разработки, которые решают операционные и бизнес-задачи в телекоммуникационном секторе. стек технологий: java, c#, python, influxbd, oracle, mysql, postgresql, grafana, html, css, json, soap, http, tcp/ip, linux, windows. обучение внутреннее, а также, внешнее – до двух раз в год за наш счёт. плюс участие во внешних конференциях. конструктив — мы ищем лучшие решения и находим общий язык ради общей цели. гибкость и открытость — мы сами определяем путь к цели, потому что не любим узкие рамки и согласование каждого шага. ведущий инженер по нагрузочному тестированию что именно вам предстоит делать? проведение нагрузочного тестирования систем начиная с оценки потребностей, разработки подходов, профилей, скриптов и т.д.; анализ результатов, поиск узких мест и оптимизация производительности. опыт и знания, на которые мы рассчитываем: опыт работы с аналогичными обязанностями от 3-х лет; знание видов нагрузочного тестирования, понимание их применяемости; умение программировать на одном из языков java, .net (c#), python; знание одного из инструментов нагрузочного тестирования (loadrunner, jmeter и т.п.); понимание архитектуры приложений; опыт работы с базами данных и их оптимизации; понимание принципов работы протоколов. кого мы хотим видеть? въедливого, азартного, увлеченного новыми технологиями и автоматизацией ручного труда специалиста. узнали себя? тогда срочно откликайтесь на вакансию! какие инструменты вам предстоит использовать в работе? jmeter, loadrunner, ms visual studio, influxdb, grafana, tfs, jenkins. нужно ли знать иностранные языки? знание английского языка на уровне чтения тех. документации, будет вашим преимуществом. ждать ли овертайм? допустим гибкий график. овертаймы возможны, но не являются правилом. мы за оптимизацию рабочего времени. какие условия? каждый месяц - аванс и зарплата, дважды в год - премия. бонусом – корпоративная связь, отличная медицинская страховка, компенсация расходов на спорт, обучение в корпоративном университете и доступ к масштабной корпоративной библиотеке.",ведущийинженерпонагрузочномутестированию,Санкт-Петербург,,,МТС,2019-09-17T13:20:49+0300,between1And3,full,fullDay,
