,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
411,411,"тестирование разрабатываемых программно-аппаратных комплексов в составе роботизированных систем и систем дефектоскопии, применяемых в газовых и тепловых сетях, а также в сфере нефтяной промышленности; анализ документации; разработка плана тестирования; проектирование тестов; выполнение тестовых процедур; создание тестовой документации: регистрация в системе учета дефектов, создание отчетов.",,"оконченное высшее техническое образование (программирование); знание методологий и методик тестирования, знание стандартов в области тестирования; умение создавать тестовую документацию; опыт работы на аналогичной должности от 2-х лет; понимание процесса разработки по; приветствуется знание python, sql; приветствуется знание основ по прикладным направлениям (робототехника, ультразвуковая и электромагнитная дефектоскопия; опыт автоматизированного тестирования будет вашим преимуществом; знание английского языка в объеме необходимом для чтения и понимания технической литературы по направлению деятельности.","тестирование разрабатываемых программно-аппаратных комплексов в составе роботизированных систем и систем дефектоскопии, применяемых в газовых и тепловых сетях, а также в сфере нефтяной промышленности; анализ документации; разработка плана тестирования; проектирование тестов; выполнение тестовых процедур; создание тестовой документации: регистрация в системе учета дефектов, создание отчетов. оконченное высшее техническое образование (программирование); знание методологий и методик тестирования, знание стандартов в области тестирования; умение создавать тестовую документацию; опыт работы на аналогичной должности от 2-х лет; понимание процесса разработки по; приветствуется знание python, sql; приветствуется знание основ по прикладным направлениям (робототехника, ультразвуковая и электромагнитная дефектоскопия; опыт автоматизированного тестирования будет вашим преимуществом; знание английского языка в объеме необходимом для чтения и понимания технической литературы по направлению деятельности. мы предлагаем: интересную работу в современной организации полного цикла: от разработки до реализации готовой продукции; участие в различных проектах с возможностью получения уникального профессионального опыта; дружный коллектив профессионалов; насыщенную корпоративную жизнь; конкурентоспособную заработную плату; оформление полностью в соответствии с тк рф; дмс; корпоративное питание (есть своя столовая и комнаты для приема пищи). офис и основное производство находятся в калининском районе спб (ст.м. «гражданский проспект»/«проспект просвещения») мы приветствуем желание профессионально развиваться, изучать передовые технологии и расширять области знаний, поэтому: проводим внутреннее и внешнее обучение, в том числе повышение квалификации и профессиональную переподготовку; участвуем в профессиональных конференциях, семинарах и выставках; изучаем иностранные языки без отрыва от трудового процесса - в офисе компании. мы ждём вас в нашем коллективе!",инженер по качеству по (тестировщик программного обеспечения),Санкт-Петербург,,,Diakont,2019-10-02T11:47:39+0300,between1And3,full,fullDay,
