,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
664,664,,,"высшее техническое образование опыт работы abap разработчиком не менее 1 года знание: базового функционала и структуры данных модулей системы - hcm, fi, mm, sd наличие опыта: разработки отчетов, диалоговых программ работы с репозитарием разработки расширений системы: badi, user-exits разработки pdf - форм подготовки технической документации","компания &quot;ао юникон ап&quot; (гк бдо), один из российских лидеров в развитии и сопровождении системы sap на предприятиях, приглашает на работу в свой санкт-петербургский офис программиста sap. высшее техническое образование опыт работы abap разработчиком не менее 1 года знание: базового функционала и структуры данных модулей системы - hcm, fi, mm, sd наличие опыта: разработки отчетов, диалоговых программ работы с репозитарием разработки расширений системы: badi, user-exits разработки pdf - форм подготовки технической документации предоставляется обучение технологии sapui5 (полный 4хмесячный курс); интересные проекты и опыт работы в дружной команде профессионалов ежегодное планирование профессионального развития и роста внутри компании; официальное оформление в штат компании с первого дня работы; конкурентная заработная плата; дмс и расширенный социальный пакет, комфортабельный офис",разработчик abap,Санкт-Петербург,,,БДО,2019-10-01T17:47:02+0300,between1And3,full,fullDay,SAP ERP|SAP|ABAP
