,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1332,1332,поддержка и консультирование пользователей 1с небольшие доработки и исправления,"5 дневная рабочая неделя, устройство по тк","опыт работы в поддержке 1с знание 1с или опыт программирования и поддержки по 5 дневная рабочая неделя, устройство по тк","поддержка и консультирование пользователей 1с небольшие доработки и исправления опыт работы в поддержке 1с знание 1с или опыт программирования и поддержки по 5 дневная рабочая неделя, устройство по тк возможности: - возможность развиваться и обучаться на задачах, расти в профессиональном плане, в команде профессионалов.",специалисттехническойподдержки1:с,Тюмень,25000.0,32000.0,Автоград Центр,2019-10-08T10:18:38+0300,between1And3,full,fullDay,1С: Бухгалтерия|1С: Предприятие 8|Техническая поддержка
