,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
607,607,,,,"insilico medicine - молодая и быстроразвивающаяся компания, специализирующаяся в создании сервисов на основе искусственного интеллекта для разработки лекарственных препаратов, поиска биомаркеров старения. мы объединяем лучших специалистов в области медицинской химии, биоинформатики и машинного обучения из россии, сша, китая, бельгии, польши для решения наиболее сложных задач в вышеуказанных направлений. в компании множество r&amp;d проектов и ежегодно выходит свыше 20 научных публикаций. мы ищем deep learning специалиста для разработки и реализации современных архитектур нейронных сетей, а также для автоматизации цикла решения задач анализа данных. задачи связаны с разработкой новых лекарственных препаратов и биомаркеров старения. обязанности: разработка и реализация современных архитектур нейронных сетей обучение и тестирование нейронных сетей на биомедицинских данных запуск множественных экспериментов на вычислительных кластерах участие в разработке библиотеки по автоматизации цикла решения задач анализа данных требования: уверенное программирование на python (от 1 года) алгоритмическая (алгоритмы и структуры данных) и математическая (линал, матан, теорвер, матстат) подготовки знание основ классических алгоритмов машинного обучения понимание принципов работы нейронных сетей, их обучения и настройки опыт работы с keras/tensorflow/pytorch опыт работы с sklearn, matplotlib, numpy, scipy понимание принципов проведения экспериментов анализа данных приветствуется умение быстро разбираться в научных статьях и эффективно реализовывать модели из них при отклике крайне приветствуется ссылка на открытые проекты в github условия: работа в комфортабельном офисе в центре города возможность полной или частичной занятости гибкий график и возможность частичной удаленной работы амбициозные и интересные задачи возможность написания научных статей неограниченные перспективы карьерного и научного роста бонусы по итогам успешной работы дружный коллектив на и вне работы наличие плазмы и приставки в офисе кинотеатр и рестораны в шаговой доступности",разработчик исследователь deep learning,Санкт-Петербург,,,"Insilico Medicine, Inc",2019-10-07T16:26:06+0300,between1And3,full,flexible,
