,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1144,1144,"повышение эффективности и качества иц: формировать перечень инструментов, нового по, мероприятий по автоматизации процессов иц краснодар и иц тюмень, направленных на улучшение качества и эффективности;1.2. формировать, утверждать и обеспечивать реализацию дорожных карт повышения экономической эффективности иц краснодар и иц тюмень. развитие иц. эффективность субподряда: обеспечивать качество выбора и контроль сроков, стоимости субподрядных организаций. формирование проектных команд: принимать активное участие в создании / формировании проектных команд на новых проектах. подготовка кадров: формировать программу подготовки кадров для управления проектами и контролировать ее реализацию. формирование дирекции развитие инжиниринга: формировать план мобилизации персонала дирекции &quot;развитие инжиниринга&quot;;комплектовать штат дирекции &quot;развитие инжиниринга&quot;. участие в стратегическом развитии: участвовать в маркетинговых исследованиях, в разработке и реализации маркетинговой стратегии нипигаз; анализировать данные о рыночной ситуации с подготовкой предложений о предпочтительных направлениях в разработке и реализации продукции и услуг; участвовать в подготовке рекламных материалов, в представлении новых видов продукции и услуг на выставках, ярмарках, семинарах и пресс-конференциях (презентациях).","конкурентная оплата труда. премии по результатам работы. дмс и страхование от несчастных случаев и болезней. медицинское обслуживание и мониторинг здоровья. оплачиваемая мобильная связь. скидки на питание. развивающие программы и тренинги. материальная помощь, до­полнительные дни отдыха в связи с особыми событиями жизни. компенсационный пакет при релокации в другой город. санаторно – курортное обе­спечение в г. анапа и алтай­ском крае для работников и членов семей, а также детский оздоровительный лагерь в г. анапа. детские подарки на новый год и 1 сентября. дополнительный социальный пакет для членов профсоюза. скидки партнеров компании (например: в скидки в корпора­тивных отелях), фитнес – залах.",высшее техническое образование. дополнительное образование в области менеджмента и экономики.,"повышение эффективности и качества иц: формировать перечень инструментов, нового по, мероприятий по автоматизации процессов иц краснодар и иц тюмень, направленных на улучшение качества и эффективности;1.2. формировать, утверждать и обеспечивать реализацию дорожных карт повышения экономической эффективности иц краснодар и иц тюмень. развитие иц. эффективность субподряда: обеспечивать качество выбора и контроль сроков, стоимости субподрядных организаций. формирование проектных команд: принимать активное участие в создании / формировании проектных команд на новых проектах. подготовка кадров: формировать программу подготовки кадров для управления проектами и контролировать ее реализацию. формирование дирекции развитие инжиниринга: формировать план мобилизации персонала дирекции &quot;развитие инжиниринга&quot;;комплектовать штат дирекции &quot;развитие инжиниринга&quot;. участие в стратегическом развитии: участвовать в маркетинговых исследованиях, в разработке и реализации маркетинговой стратегии нипигаз; анализировать данные о рыночной ситуации с подготовкой предложений о предпочтительных направлениях в разработке и реализации продукции и услуг; участвовать в подготовке рекламных материалов, в представлении новых видов продукции и услуг на выставках, ярмарках, семинарах и пресс-конференциях (презентациях). высшее техническое образование. дополнительное образование в области менеджмента и экономики. обязательные требования: образование: высшее техническое образование по профилю: информационные технологии сапр системы обработки информации инженерные специальности навыки составления алгоритмов разработки по по гост 19.701-90. опыт составления функциональных технических требований и технических заданий на разработку программного обеспечения по гост 19.201-78 и гост 34.602-89. опыт составления функциональных технических требований и технических заданий на разработку систем управления базами данных. опыт администрирования баз данных sql и/или nosql. опыт работы как минимум с одной системой инженерного документооборота. знание как минимум одного языка программирования. опыт подготовки кадров для инжиниринга. дополнительные требования: знание методологий управления проектами. навыки календарно-ресурсного планирования. свободное знание английского языка. знание стандартов ifc, iso 15926, гост р исо 15926-1-2008, гост р исо 15926-2-2010. знание стандарта cfihos. опыт объектно-ориентированного программирования. владение технологиями виртуализации аппаратной инфраструктуры и облачного хранения данных. конкурентная оплата труда. премии по результатам работы. дмс и страхование от несчастных случаев и болезней. медицинское обслуживание и мониторинг здоровья. оплачиваемая мобильная связь. скидки на питание. развивающие программы и тренинги. материальная помощь, до­полнительные дни отдыха в связи с особыми событиями жизни. компенсационный пакет при релокации в другой город. санаторно – курортное обе­спечение в г. анапа и алтай­ском крае для работников и членов семей, а также детский оздоровительный лагерь в г. анапа. детские подарки на новый год и 1 сентября. дополнительный социальный пакет для членов профсоюза. скидки партнеров компании (например: в скидки в корпора­тивных отелях), фитнес – залах.",эксперт,Тюмень,,,НИПИГАЗ,2019-09-16T09:40:40+0300,between3And6,full,fullDay,Управление проектами|Английский язык|Подготовка презентаций|Стратегическое планирование|Информационные технологии
