,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
456,456,,"гарантированный профессиональный и карьерный рост при ваших высоких показателях; интересные задачи на международном уровне, которые оценят миллионы игроков; достойная заработная плата и бонусы; внутренние обучающие программы, оплата внешних образовательных курсов; современные офисы в якутске, иваново, владивостоке, санкт-петербурге, сингапуре и окленде (новая зеландия), оснащенные удобными воркспейсами; оплата добровольного медицинского страхования, компенсация расходов на спорт; бесплатное питание; корпоративные мероприятия, хакатоны и масштабные конференции.","опыт работы саунд-дизайнером от 1 до 3 лет; навыки работы с fmod studio/wwise; навыки работы в daw reaper, adobe audition; умение работать в команде и соблюдать поставленные сроки; обязательное наличие профессионального портфолио, в которое входят работы, выполненные кандидатом в качестве саунд-дизайнера.","наша дружная команда объявляет поиск sound designer&#39;а для создания звукового сопровождения наших игр. если ты давно мечтал создавать звуки и музыку, которые услышат миллионы людей по всему миру, то не упусти возможность присоединиться к команде mytona! задачи: создание аудиоконтента для наших проектов; интеграция аудиоконтента в аудиодвижки fmod/wwise; запись шумовых эффектов (foley); запись/обработка голосов. опыт работы саунд-дизайнером от 1 до 3 лет; навыки работы с fmod studio/wwise; навыки работы в daw reaper, adobe audition; умение работать в команде и соблюдать поставленные сроки; обязательное наличие профессионального портфолио, в которое входят работы, выполненные кандидатом в качестве саунд-дизайнера. приветствуется: средне-специальное/высшее музыкальное образование. гарантированный профессиональный и карьерный рост при ваших высоких показателях; интересные задачи на международном уровне, которые оценят миллионы игроков; достойная заработная плата и бонусы; внутренние обучающие программы, оплата внешних образовательных курсов; современные офисы в якутске, иваново, владивостоке, санкт-петербурге, сингапуре и окленде (новая зеландия), оснащенные удобными воркспейсами; оплата добровольного медицинского страхования, компенсация расходов на спорт; бесплатное питание; корпоративные мероприятия, хакатоны и масштабные конференции. у нас каждый может достичь высот в карьере. все в твоих руках!",sound designer,Санкт-Петербург,,,MyTona,2019-09-10T08:20:47+0300,between1And3,full,fullDay,Adobe Audition|WWise|foley|DAW Reaper|Fmod Studio
