,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
908,908,,,,"tinkoff.ru – одна из самых технологичных it-компаний в россии. наша экосистема объединяет финансовые услуги, мобильную связь, страхование, travel и развлечения. мы по-новому смотрим на привычные вещи, задаем тренды и используем всю мощь технологий, чтобы сделать то, что другим кажется невыполнимым. сейчас мы начинаем развивать платформу дистрибуции билетов kassir.ru и интегрировать ее с сервисами tinkoff, что позволит нашим клиентам еще удобнее управлять своей жизнью, досугом и финансами. вся дальнейшая разработка сервиса kassir.ru будет вестись на базе центра разработки тинькофф в санкт-петербурге, где мы собираем мощную продуктовую команду. в ближайшее время нам предстоит принять множество решений по архитектуре, инфраструктуре, коду и техническому роадмапу сервиса в целом. какие цели перед нами стоят: переработать онлайн-сервис с точки зрения возможностей и удобства использования, а так же выпустить мобильное приложение; разработать механизмы на основе анализа предпочтений пользователей: персонализация, рекомендации, программа лояльности, спец. предложения; разработать онлайн-сервисы для организаторов, позволяющие управлять всеми аспектами продажи билетов; разработать инструменты на основе анализа больших данных для управления продажами, продвижением, прогнозами и снижением рисков при организации мероприятий. ждем от тебя: хороший уровень java core; знание spring framework и понимание, как его части работают под капотом; опыт работы с hibernate; знание sql и опыт работы с postgresql; опыт работы с системой контроля версий; понимание принципов построения нагруженных веб-приложений. от нас: гибкий рабочий график с началом работы с 8:00 до 11:00; рабочее место на выбор (mac/win/linux); дмс, включая стоматологию; ежегодный пересмотр заработной платы по результатам работы; бесплатные обеды до 300 р/день; бесплатные курсы английского языка на территории офиса; софинансирование обучения (оплата конференций, курсов); компенсация 50% на спорт; ps4, зоны отдыха и совместные мероприятия; скидка 30% на каско в тинькофф; специальные условия по вкладам тинькофф.",middleseniorjavadeveloper(tinkoff+kassir.ru),Санкт-Петербург,,,Тинькофф,2019-10-10T12:06:16+0300,between3And6,full,fullDay,
