,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
604,604,руководство группой организация формирования плана закупок организация формирование плана платежей контроль процесса обеспечения и оплат методологическая работа участие в автоматизации процессов планирования/бюджетирования/координации/контроля закупок,официальное оформление по тк рф белая заработная плата +дмс график работы пятидневка с 9:00 до 17:30,"высшее образование знание компьютерных программ, инструментов:","руководство группой организация формирования плана закупок организация формирование плана платежей контроль процесса обеспечения и оплат методологическая работа участие в автоматизации процессов планирования/бюджетирования/координации/контроля закупок высшее образование знание компьютерных программ, инструментов: ms office (макросы в excel, эксперт), 1c erp (эксперт) официальное оформление по тк рф белая заработная плата +дмс график работы пятидневка с 9:00 до 17:30",руководитель группы планирования и контроля закупок,Санкт-Петербург,,,Группа компаний БТК,2019-10-01T11:14:26+0300,between3And6,full,fullDay,1C ERP|MS Excel
