,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
716,716,,"- официальное трудоустройство - испытательный срок - 3 месяца * срок адаптации и обучения - 1 месяц - по окончании испытательного срока- kpi, позволяющий увеличивать свой доход за счет роста профессионализма -доброжелательный молодой коллектив единомышленников - завидное расположение офиса- вы всегда сможете совместить обед с приятной прогулкой по уютным улицам васильевского острова - на редкость удобная логистика - на пересечении 2-х линий метро - фиолетовой (5) и зеленой (3) веток - в 200 м ст. м.спортивная, и 500 м от ст.м. василеостровская - 5/2, с 10:00 до 19:00 (час перерыв на обед) - интересная работа - вы не будете скучать, рабочий день будет пролетать быстро , а вы получите профессиональный рост и удовлетворение от видимых результатов своего труда - комфортная моральная и эмоциональная атмосфера",,"федеральный страховой сервис пкаско по праву входит в топ 3 компаний рф, предоставляющих полноценный сервис для ведения страхового бизнеса для автодилеров,страховых брокеров, страховых агентов. пкаско была создана в 2009 г. и очень скоро завоевала признание у наших пользователей как система , позволяющая в одном окне получить точный расчет по осаго и каско, без дополнительного использования web-сервисов страховщиков. на сегодняшний день 90% рынка профессионалов санкт-петербурга, 30% рынка г. москвы и московской области и 40% остального рынка рф используют пкаско в своей каждодневной работе. такое доверие обусловлено постоянно растущим качеством сервиса, честным партнерством, сбалансированной тарифной политикой. такое же честное и ответственное отношение компания пкаско демонстрирует и к своим сотрудниками. мы гордимся тем, что в нашей компании кадровая ротация не превышает 10% в год. новые вакансии появляются крайне редко, и связаны исключительно с развитием бизнеса, новыми проектами или переходом действующего сотрудника на другой проект в рамках компании или в связи с повышением. как работодатель пкаско отличается стабильностью выплат, отсутствием скрытых сборов и штрафов, соблюдением трудового законодательства рф, прозрачными kpi, миролюбивой и дружелюбной атмосферой. наш коллектив - это слаженная команда, где вклад каждого заметен и оценен. мы с любовью относимся к нашему делу и уважительно к друг другу. и ,поскольку it это действительно инновационная сфера, попадая в пкаско , ваше стремление развивать свои профессиональные навыки окажется крайне востребованным. в связи с расширением бизнеса в отдел тех. поддержки требуется сотрудник, в чьи обязанности будет входить: должностные обязанности: -сопровождение действующих клиентов по их потребностям - обработка обращений от пользователей (по телефону, email и иным каналам связи) -помощь пользователям в вопросах, связанных с работой сервиса -обучение пользователей работе в сервисе -располагающий стиль общения является приоритетом при выборе кандидата - уверенный пользователь excel, google docs - грамотная устная и письменная речь - внимательность, исполнительность, вежливость - умение работать с информацией и быстро обучаться - коммуникабельность, клиентоориентированность *наличие опыта работы в службе поддержки приветствуется - официальное трудоустройство - испытательный срок - 3 месяца * срок адаптации и обучения - 1 месяц - по окончании испытательного срока- kpi, позволяющий увеличивать свой доход за счет роста профессионализма -доброжелательный молодой коллектив единомышленников - завидное расположение офиса- вы всегда сможете совместить обед с приятной прогулкой по уютным улицам васильевского острова - на редкость удобная логистика - на пересечении 2-х линий метро - фиолетовой (5) и зеленой (3) веток - в 200 м ст. м.спортивная, и 500 м от ст.м. василеостровская - 5/2, с 10:00 до 19:00 (час перерыв на обед) - интересная работа - вы не будете скучать, рабочий день будет пролетать быстро , а вы получите профессиональный рост и удовлетворение от видимых результатов своего труда - комфортная моральная и эмоциональная атмосфера",специалистотделатехническойподдержки,Санкт-Петербург,40000.0,45000.0,ПКАСКО,2019-10-09T11:24:30+0300,between1And3,full,fullDay,Поиск информации в интернет|MS Outlook|Стратегическое мышление|Работа в команде|Google Docs|Клиентоориентированность|MS Excel
