,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
694,694,,,,"привет! мы команда mobile media - it компания в сфере мобильных приложений и маркетинга. в наш проект makeapp - агентство мобильной интернет-рекламы, мы ищем интернет-маркетолога, который будет заниматься push уведомлениями. мы занимаемся разработкой и монетизацией мобильных приложений, на данный момент наша аудитория насчитывает больше 1 000 000 пользователей. задачи: сегментация аудитории; настройка и запуск push уведомлений; составлять и тестировать текста push уведомлений для пользователей; помогать выстраивать систему аналитики и автоматизации (работа с технической командой); анализ поведения целевой аудитории и оптимизация рассылок; формирование прогнозов и отчетов; ожидания от кандидата: опыт работы с рассылками, понимание принципов (push или e-mail); приветствуется опыт в smm; умение строить и тестировать гипотезы; талант на составление продающих текстов; аналитический склад ума, навыки анализа больших объемов информации; и что мы предлагаем тебе: открытое к диалогу руководство; регулярный пересмотр заработной платы по итогам perfomance review; интересные задачи и развивающийся проект; пятидневную рабочую неделю c 7-часовым рабочим днем; плавающее утро с 10:00 до 11:00; комфортный офис с зонами отдыха, кикером, бильярдом и ps; мягкая зона отдыха, кофе и книги в твоем распоряжении; корпоративные праздники, мини-вечеринки с пиццей, поиграть в мафию; посещение курсов, тренингов и семинаров за счет компании; и, конечно же, классика: кофе, чай, капуччино (проводница:), фрукты, сладости.",интернет-маркетолог(push),Санкт-Петербург,,,Pushapp,2019-10-08T21:46:00+0300,between1And3,full,fullDay,Интернет-реклама|Маркетинг|Social Media Marketing|SMM|E-Mail Marketing|Push рассылки|Mobile Marketing
