,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
288,288,,,,"кто мы? adcombo.com – признанный международный медиахолдинг, включающий в себя разнообразные проекты в области интернет-рекламы. наша основная специализация – маркетинг, нацеленный на результат (performance marketing). в нашей компании работают более 500 профессионалов из разных стран в 7 офисах по всему миру. в 2019 году нам исполнилось 6 лет, за которые adcombo вырос от стартапа до успешного проекта с десятком тысяч продаж в день. мы работаем во всех уголках света и обеспечиваем полный цикл рекламных услуг. наша команда состоит из молодых и опытных специалистов, каждый из которых любит свою работу и продвигает интересы компании с полной отдачей. если вам интересен performance marketing, международные проекты, работа в уютном офисе, дружном коллективе, покорение новых высот и профессиональный рост – добро пожаловать к нам! что нужно будет делать: подбор и создание графического контента для landing pages, обработка и коррекция статичных изображений и гиф; несложный монтаж и обработка видео - например, добавить текст, изображение, простую анимацию, вырезать/склеить и т.п; разрабатывать работающий дизайн лэндингов и промосайтов - реже, но все зависит от темпов вашего роста! работать с баннерами и email рассылками - редко. хотим видеть в вас: уверенное владение adobe photoshop и adobe illustrator, приятным дополнением будут figma/sketch; владение adobe premiere или другими программами для обработки видео, базовые навыки работы с анимацией; понимание принципов верстки веб-страниц; самостоятельность и пунктуальность; широкий кругозор, отсутствие стереотипов, острый глаз. будет плюсом: опыт работы в cpa маркетинге, e-commerce, рекламе; опыт работы с health&amp; beauty проектами; опыт работы с полиграфией и предпечатной обработкой. пожалуйста, не забудьте дать ссылку на портфолио. что мы предлагаем: много интересной работы, динамичные международные проекты; возможность расти и учиться; удобный офис в 140 секундах пешком от м. маяковская; комфортное рабочее место; профессиональный, дружный коллектив (преимущественно в возрасте до 30 лет); чай, кофе, плюшки, фрукты.",junior web дизайнер,Санкт-Петербург,35000.0,,AdCombo.com,2019-09-20T20:04:50+0300,between1And3,full,fullDay,Adobe Photoshop|Adobe Illustrator|Figma|Sketch
