,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
793,793,,,,"key responsibilities: responsible for translation of dynamic and static content on the website; terms glossary creation; translate documents from english to ukrainian/russian and vice versa, if necessary; coordinate with language group and regional teams to complete localization projects on time; manage translation tasks through translation platform; terminology research through official ukrainian websites. other responsibilities: keeping abreast of professional knowledge by participating in training, maintaining personal networks and studying developments within the industry; escalating issues to senior management as appropriate; undertaking other reasonable duties as instructed by senior management. required skills and abilities: excellent knowledge of the ukrainian language; good communication skills in english; have knowledge of the latest language trends; great understanding of localization and internationalization issues; ability to navigate ambiguity, work independently; detail-oriented, quality-focused and proactive; ability to learn new tools/systems quickly; self-directed - you need to take initiative in tackling large problems head-on; ability to work shift schedule (day/night). desirable skills and abilities: basic knowledge of marketing and digital media planning is desirable; good communication skills in russian. conditions: comfortable office not in open space; salary is discussed after the interview; medical insurance, payment for sports activities, bonuses; flexible working hours; shift schedule (day/night); young team.",ukrainianlanguagetranslator,Санкт-Петербург,,,Айфьючер,2019-10-10T13:19:09+0300,between1And3,full,fullDay,
