,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1256,1256,"контроль разработки рекламных кампаний в google ads, яндекс директ аналитика рекламных кампаний, выполнение kpi разработка концепций рекламной активности копирайтинг, подготовка контента",офис в центре города профессиональный коллектив карьерный и финансовый рост,опыт от 3-го года наличие портфолио владение необходимым по креативность ответственность офис в центре города профессиональный коллектив карьерный и финансовый рост,"контроль разработки рекламных кампаний в google ads, яндекс директ аналитика рекламных кампаний, выполнение kpi разработка концепций рекламной активности копирайтинг, подготовка контента опыт от 3-го года наличие портфолио владение необходимым по креативность ответственность офис в центре города профессиональный коллектив карьерный и финансовый рост",специалист по контекстной рекламе,Тюмень,25000.0,55000.0,Сэллс,2019-09-19T12:10:51+0300,between3And6,full,flexible,Adobe Photoshop|Копирайтинг|Креативность|Разработка концепции|Google Docs|Контекстная реклама|Автоматизация контекстных кампаний|Ведение мобильных рекламных кампаний|Внешний аудит контекстной рекламы|Внутренний аудит контекстной рекламы|Ремаркетинг|Управление проектами|Управление персоналом|Работа с рекламными сетями|Работа с системами аналитики|Работа с посадочными страницами|оптимизация рекламных кампаний|Работа с большим пулом запросов|Работа с контекстными площадками|Работа с директ командером
