,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
110,110,,,,"в отдел информационной безопасности требуется инженер для выполнения следующих задач: проведение нагрузочных тестирований систем защиты информации; участие во внедрении и поддержке решений по информационной безопасности; формирование отчетов, документирование исходного кода, методик и исследований. обязательные требования: высшее образование по направлению &quot;информационная безопасность&quot;; навыки настройки windows, linux, систем виртуализации и субд. желательные требования: навыки работы системным администратором приветствуются; знания в области средств защиты информации (скзи, vpn, av, ips, siem, dlp,idm, ids) - желательно. мы предлагаем: надежность: работа в стабильной компании, присутствующей на рынке 25 лет. мы работаем по всей россии; официальное оформление с первого рабочего дня + соц. пакет; собственный бизнес-центр класса a с комфортными и просторными кабинетами; возможны компенсации, связанные с обеспечением рабочего процесса. развитие сотрудников: постоянное профессиональное развитие, обучение и сертификация; ежегодные программы обучения; возможность изучать английский язык в офисе; опытный наставник для каждого нового сотрудника; возможность работать в команде профессионалов-единомышленников; регулярное участие в профессиональных отраслевых конференциях; выписка отраслевых периодических изданий. заботу о сотрудниках: дмс, включающий стоматологию, с дополнительным страхованием от несчастных случаев; страхование выезжающих за рубеж; офисный врач и вакцинация от гриппа в офисе; дополнительные дни отпуска за стаж работы в компании; корпоративная развозка от/к ст. м. старая деревня; собственная авто и вело-парковки; кофе-румы с неограниченным вкусным кофе и чаем для сотрудников; собственное кафе на территории офиса; подарки детям сотрудников к новому году. корпоративную жизнь: ежегодные корпоративные мероприятия; спортивные мероприятия; своя футбольная, волейбольная команда и команда по настольному теннису, аренда зала для тренировок; возможность участвовать в городских спортивных соревнованиях.",инженерпоинформационнойбезопасности,Санкт-Петербург,,,КОМПЛИТ,2019-10-02T19:57:55+0300,between1And3,full,fullDay,Информационная безопасность
