,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
628,628,"закупка у дистрибьюторов, ведущих поставщиков и производителей it оборудования. контроль сроков поставок продукции. согласование договоров. контроль складских остатков. контроль входящих бухгалтерских документов.",оформление по тк. рабочий день 9:00 -18:00 (с перерывом на обед) испытательный срок – 1-3 мес. условия оплаты: от 50 тысяч рублей плюс премии по итогам года.,"высшее образование (желательно). хорошее знание рынка it оборудования, основных дистрибьюторов и производителей, знание серверного, сетевого оборудования, оборудования для систем видеонаблюдения, пожарной безопасности приветствуются и являются большим плюсом. опыт работы в сфере закупок it оборудования не менее 3 лет. опыт работы в 1с оформление по тк. рабочий день 9:00 -18:00 (с перерывом на обед) испытательный срок – 1-3 мес. условия оплаты: от 50 тысяч рублей плюс премии по итогам года.","закупка у дистрибьюторов, ведущих поставщиков и производителей it оборудования. контроль сроков поставок продукции. согласование договоров. контроль складских остатков. контроль входящих бухгалтерских документов. высшее образование (желательно). хорошее знание рынка it оборудования, основных дистрибьюторов и производителей, знание серверного, сетевого оборудования, оборудования для систем видеонаблюдения, пожарной безопасности приветствуются и являются большим плюсом. опыт работы в сфере закупок it оборудования не менее 3 лет. опыт работы в 1с оформление по тк. рабочий день 9:00 -18:00 (с перерывом на обед) испытательный срок – 1-3 мес. условия оплаты: от 50 тысяч рублей плюс премии по итогам года.",ведущий специалист по закупкам,Санкт-Петербург,50000.0,,СВЕГА-Компьютер,2019-10-01T15:20:42+0300,between3And6,full,fullDay,Аккуратность|Умение работать коллективно|Исполнительность|Внимательность
