,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
702,702,,,,"вибум - крупнейшая в россии и восточной европе система нативного продвижения (массового посева) рекламных роликов, размещённых в youtube, с оплатой за осознанный просмотр. мы ищем фронтенд-разработчика в нашу команду! мы ищем человека, который будет: заниматься версткой наших сервисов; заниматься разработкой клиентской части сервисов на js; взаимодействовать с командой (разработчики, дизайнеры); мы ожидаем от успешного кандидата: навыки кросс-браузерной верстки; опыт в верстке лэндинг-страниц; знание javascript и jquery; желательно знание js-фреймворков (vue, react); знание фреймворка bootstrap 3 (необязательно); знание gulp, webpack. мы предлагаем: оформление согласно тк рф; график работы 5/2 и плавающее начало рабочего дня (с 9 до 11 утра); уютный лофт-офис в 10-ти минутах ходьбы от м. балтийская; оплачиваемые отпуска/ больничные; работу в команде ярких и увлеченных молодых специалистов; множество интересных задач; профессиональную самореализацию, личностный и карьерный рост; свою отлично оборудованную кухню при офисе; кофе, разный вкусный чай, свежие фрукты; playstation и настольные игры в открытом доступе; демократичные корпоративные мероприятия. будет отлично, если вместе с резюме пришлете примеры страниц с вашей версткой.",фронтенд-разработчик,Санкт-Петербург,80000.0,,Вибум,2019-10-08T15:50:08+0300,between1And3,full,fullDay,CSS3|HTML5|JavaScript
