,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
655,655,,,,"full stack angular/php (remote is possible) что будет входить в задачи: разработка/доработка социальной платформы https://re-late.com/#/ что мы ожидаем от кандидата: опыт работы с php (tonic, symfony) от 2 лет; работа с базой данных mysql; опыт разработки restful api; опыт работы с angular js от 1 года; angular 2+ от 2 лет что мы предлагаем: работу на сложном и интересном it-проекте комфортабельный офис в центре официальное оформление: белая зарплата, отпуск, больничные конкурентная заработная плата дмс по завершению испытательного срока бонусы по результатам работы гибкое начало рабочего дня курсы английского языка участие в профильных мероприятиях (конференции, семинары, тренинги) за счёт компании профессиональный и карьерный рост все условия для эффективной работы оказываем поддержку при переезде, помогая на всех этапах релокации",fullstackangularphpdeveloper,Санкт-Петербург,,,ZiMAD,2019-09-13T15:40:52+0300,between1And3,full,remote,
