,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
745,745,,,,"netcracker technology corp., a large software development company and one of the world’s most respected toms solutions (telecommunications operations and management solutions) companies, has an opening for: oracle sql developer responsibilities: development of extract transform load (etl) processes; development of business sql/plsql functionality; taking part in system design, creating specifications; taking part in data integration and migration projects. qualifications: high technical degree; minimum of 2 years experience as oracle sql/plsql developer; experience in commercial projects; technical english writing skills. optional requirements: experience in working in telecommunications areas; experience in working with java se/ee; experience in development of web-based systems; experience in migration of huge volume of data; good technical english verbal/writing skills; experience in managing group of developers. we offer: opportunities for career development; opportunities to make business trips (europe, canada, usa, australia, etc); professional growth in the international business environment; medical insurance for employees; friendly atmosphere, sports activities and corporate events; salary will be discussed individually with the successful candidate.",oraclesqldeveloper,Санкт-Петербург,,,Netcracker Technology Corp.,2019-09-25T12:51:34+0300,between1And3,full,fullDay,
