,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
325,325,работа с моделями и большими данными по направлению &quot;аудит рисков информационных технологий банка &quot;; выполнение роли product owner.,,"высшее образование (it-направление, математическое); практические навыки построения моделей и работы с данными от 1 года (machine learning); навыки извлечения, обработки и анализа информации (sql, python, vba). условия работы:","работа с моделями и большими данными по направлению &quot;аудит рисков информационных технологий банка &quot;; выполнение роли product owner. высшее образование (it-направление, математическое); практические навыки построения моделей и работы с данными от 1 года (machine learning); навыки извлечения, обработки и анализа информации (sql, python, vba). условия работы: официальное трудоустройство, согласно тк рф; премирование (квартальное, годовое); возможность профессионального и карьерного развития; социальный пакет (дмс, санаторно-курортный отдых и т.д.); корпоративное обучение; место работы: г. санкт-петербург, богатырский проспект, д.36, к.1.",data scientist отдела аудита информационных технологий,Санкт-Петербург,,,Сбербанк,2019-09-27T11:02:10+0300,noExperience,full,fullDay,
