,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
951,951,"развитие it-инфраструктуры компании в соответствии с бизнес-целями; обеспечение бесперебойной работы сетевого/серверного оборудования и информационных систем; разработка и внедрение подходов для обеспечения информационной безопасности компании; организация работы службы технической поддержки, контроль за соблюдением sla; внедрение информационных систем для автоматизации бизнес-процессов; взаимодействие с контрагентами по вопросам заключения и исполнения договоров по поставкам оборудования, по, услуг, комплектующих и расходных материалов; ведение материального учета оборудования; участие в планировании бюджета, осуществление контроля за расходами по статьям бюджета отдела ит; организация работы отдела, мотивация и развитие сотрудников (системные администраторы, сетевые инженеры, сотрудники технической поддержки, специалисты по информационной безопасности).",работа в ведущей компании - кассир.ру – национальный билетный оператор; оформление в соответствии с тк рф; официальная заработная плата; полис дмс после успешного прохождения испытательного срока; график работы 5/2 с 10 до 18.30; современный офис рядом с м.петроградская и м.чкаловская; поддержка коллег и интересная корпоративная жизнь.,"высшее техническое образование; опыт работы руководителем ит-подразделения от 3-х лет; знание принципов и подходов построения сетевой и серверной инфраструктуры; знания и навыки администрирования серверных операционных систем, баз данных, почтовых серверов, систем терминального доступа, программ мониторинга сетевого оборудования; умение выявлять, выстраивать и совершенствовать процессы в it-подразделении; опыт организации работы технической поддержки; опыт внедрения механизмов информационной безопасности, понимание методов и способов защиты; умение общаться в терминах и проблематике бизнес-пользователей. работа в ведущей компании - кассир.ру – национальный билетный оператор; оформление в соответствии с тк рф; официальная заработная плата; полис дмс после успешного прохождения испытательного срока; график работы 5/2 с 10 до 18.30; современный офис рядом с м.петроградская и м.чкаловская; поддержка коллег и интересная корпоративная жизнь.","kassir.ru - один из крупнейших агрегаторов мероприятий. наши пользователи — вся россия. ищем it директора к нам в команду. сейчас наша компания интенсивно развивается, вместе с группой компаний tinkoff.ru запускаем новые, интересные проекты. если тебе это интересно, добро пожаловать! развитие it-инфраструктуры компании в соответствии с бизнес-целями; обеспечение бесперебойной работы сетевого/серверного оборудования и информационных систем; разработка и внедрение подходов для обеспечения информационной безопасности компании; организация работы службы технической поддержки, контроль за соблюдением sla; внедрение информационных систем для автоматизации бизнес-процессов; взаимодействие с контрагентами по вопросам заключения и исполнения договоров по поставкам оборудования, по, услуг, комплектующих и расходных материалов; ведение материального учета оборудования; участие в планировании бюджета, осуществление контроля за расходами по статьям бюджета отдела ит; организация работы отдела, мотивация и развитие сотрудников (системные администраторы, сетевые инженеры, сотрудники технической поддержки, специалисты по информационной безопасности). высшее техническое образование; опыт работы руководителем ит-подразделения от 3-х лет; знание принципов и подходов построения сетевой и серверной инфраструктуры; знания и навыки администрирования серверных операционных систем, баз данных, почтовых серверов, систем терминального доступа, программ мониторинга сетевого оборудования; умение выявлять, выстраивать и совершенствовать процессы в it-подразделении; опыт организации работы технической поддержки; опыт внедрения механизмов информационной безопасности, понимание методов и способов защиты; умение общаться в терминах и проблематике бизнес-пользователей. работа в ведущей компании - кассир.ру – национальный билетный оператор; оформление в соответствии с тк рф; официальная заработная плата; полис дмс после успешного прохождения испытательного срока; график работы 5/2 с 10 до 18.30; современный офис рядом с м.петроградская и м.чкаловская; поддержка коллег и интересная корпоративная жизнь.",itдиректор(cio),Санкт-Петербург,,,KASSIR.RU,2019-10-03T13:46:23+0300,between3And6,full,fullDay,
