,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
852,852,,,,"«рт лабс» – ао «рт лабс» - одна из ведущих it-компаний россии! разработанные нами решения формируют платформу для принципиально нового уровня жизни миллионов людей. мы реализуем сложные, масштабные государственные проекты: развиваем электронное правительство (портал госуслуг), разрабатываем решения в области информатизации здравоохранения (региональная медицинская информационная система и телемедицина), создаем единую биометрическую систему. мы ищем профессионалов, способных мыслить глобально и создавать тренды. у тебя есть шанс вписать свое имя в историю цифровизации страны! сейчас нам требуется инженер по автоматизации тестирования, способный быстро погрузиться в новые задачи и усилить нашу команду. что ты уже умеешь: работать со средствами автоматизированного тестирования (selenium webdriver + python); работать с системами контроля версий (git ); обладаешь навыками работы с linux; обладаешь навыками работы с jenkins. что ты будешь делать: обрабатывать запросы и решать инциденты; разрабатывать новые функциональные автотесты, дорабатывать и поддерживать имеющиеся. что мы предлагаем: опыт работы над социально значимыми проектами; официальное трудоустройство в соответствии с тк рф с первого рабочего дня; конкурентную заработную плату; квартальные и годовые бонусы; дмс + стоматология и международная страховка; компенсацию фитнеса; интересную программу внутреннего и внешнего обучения; гибкий график работы, полный рабочий день с возможностью выбора времени начала и окончания рабочего дня.",инженерпоавтоматизациитестирования,Санкт-Петербург,,,РТ Лабс,2019-10-09T17:03:23+0300,between1And3,full,fullDay,
