,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1122,1122,,"гибкий график работы (с 9:00 до 13:00 - работа в офисе, вторая половина дня - с клиентами); заявки от компании (до 10 клиентов ежедневно); рекламный бюджет (интернет-источники, соц.сети, традиционная реклама); официальное трудоустройство по прохождению испытательного срока; высокий % от продаж.",,"миэль - это лидер российского рынка недвижимости. компания уже 28 лет предоставляет качественные услуги по покупке и продаже недвижимости. в тюменском офисе компании открыта вакансия эксперт по новостройкам. что делать? консультировать клиентов по новостройкам тюмени; презентовать объекты всех застройщиков; привлекать новых клиентов; вести базу подрядчиков; сопровождать сделки по новостройкам. гибкий график работы (с 9:00 до 13:00 - работа в офисе, вторая половина дня - с клиентами); заявки от компании (до 10 клиентов ежедневно); рекламный бюджет (интернет-источники, соц.сети, традиционная реклама); официальное трудоустройство по прохождению испытательного срока; высокий % от продаж. рассматриваем: кандидатов, желающий развиваться в недвижимости - коммуникабельных, активных; опыт работы риэлтором или менеджером по продажам застройщика будет преимуществом. высылайте резюме. срок рассмотрения - 2 рабочих дня.",экспертпоновостройкам,Тюмень,50000.0,,МИЭЛЬ офис В Тюмени,2019-10-09T05:54:50+0300,noExperience,full,fullDay,Коммуникабльность|Клиентоориентированность|Поиск и привлечение клиентов|Сопровождение клиентов|Навыки продаж|Ведение переговоров
