,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
724,724,,,,"хотите достойно зарабатывать и развиваться? хотите всегда быть в движении? вы быстро учитесь, схватываете информацию на лету? любите общаться с людьми? тогда вам к нам!!! мы предлагаем: неограниченные возможности финансового роста – высокий % от сделок, отсутствие потолка по заработной плате; обучение, тренинги за счёт компании; первые сделки по недвижимости проходят под руководством опытного наставника; возможность самостоятельно планировать рабочий день; обучение и стажировка за счет компании; самая актуальная и проверенная база недвижимости; полная юридическая поддержка на всех этапах сделки; мы ждем, что вы: умеете быстро обучаться и включаться в любой процесс; любите работать в команде; ориентированы на результат; коммуникабельны; склонны планировать свою деятельность, доход, жизнь; любите переговоры и хотите научиться проведению переговоров любой сложности; вам предстоит: проведение телефонных переговоров с потенциальными покупателями презентация объектов недвижимости и проведение личных встреч консультирование наших клиентов с целью заключения договоров на оказание услуг сопровождение клиентов на всех этапах сделки обеспечение максимального комфорта клиентов, поиск оптимального решения в интересах клиентов компании наши постоянные партнеры: сбербанк россии банк втб-24 российская гильдия риелторов ооо &quot;элитный сочи&quot;- инновационная, ультрасовременная и престижная компания по подбору и продаже недвижимости по всему побережью большого сочи! мы зарекомендовали себя на данном рынке, как добросовестная компания с положительной репутацией, как у наших клиентов, так и у застройщиков. наш штат более 200 сотрудников- это две дирекции по продажам, отдел по маркетингу и рекламе, hr- отдел, юридический отдел, отдел по ипотечному кредитованию, call-центр, it- отдел, отдел по контролю качества, отдел по формированию базы недвижимости и т.д. компания расширяет штат сотрудников, в связи с увеличением клиентского потока, осталось всего лишь 3 вакантных места! с уважением, hr-отдел. дел.",менеджеротделапродаж(входящийпоток),Санкт-Петербург,200000.0,,Элитный Сочи,2019-09-18T12:04:58+0300,noExperience,full,fullDay,Активные продажи|Проведение презентаций|Ведение переговоров|Сопровождение клиентов|Грамотная речь
