,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
251,251,,,,"в команду массового рекрутинга преподавателей skyteach самой крупной онлайн-школы английского языка skyeng нужен фронтендер. работа с нами – это не шаблонное выполнение инструкций, а возможность для развития и проявления инициативы. круг обязанностей: html адаптивная и кроссбраузерная верстка страниц по psd - макетам. изменение стилистики сайта в режиме реального времени. создание landing page по дизайн-макетам. верстка компонентов из макетов psd и figma. используемые технологии: html5/css3 css animations базовые знания javascript умение использовать возможности css3 кроссбраузерная и адаптивная верстка из psd макетов опыт работы с препроцессорами less, sass опыт работы с git знание bootstrap 3 и 4 (использовании сетки) понимание dom желание осваивать компетенции front-end разработки мы предлагаем: дрим-тим профессионалов. знаем, все компании так пишут. лучше посмотрим на твою реакцию через месяц работы с нами! сложные и интересные задачи; высокий уровень заработной платы; оплачиваемый отпуск; полный рабочий день; удалённый график работы; дружный и целеустремленный коллектив (особенно дружный).",фронтендер фронт энд разработчик,Санкт-Петербург,,,Skyeng,2019-09-19T10:52:54+0300,between1And3,full,remote,CSS3|HTML5|Less|Bootstrap|Sass|DOMObject|JavaScript|Лендинги
