,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
736,736,"мы ищем php разработчика для работы в команде над большим проектом. в разработке мы используем следующие технологии: php7, golang, rabbitmq, percona, redis, docker, ansible с переходом на микросервисную архитектуру. команды работают по agile. участие в разработке продуктов для финансового сектора; ответственность за свою часть продукта; работа по agile методологии; применение современного стека технологий; написание тестов на разрабатываемый функционал.","оформление согласно тк рф; полностью белая заработная плата; высокий уровень профессионализма участников команды; работа на международные рынки; поддержка и содействие в профессиональном росте (семинары, курсы, тренинги, внутреннее обучение); оплачиваемые вкусные обеды; компенсация больничного до 100% (30 дней в году); частичная компенсация оздоровительных мероприятий (спорт, йога, бассейн и тд.); хорошие условия труда в офисе у ст. м. электросила без open-space&#39;ов; полис дмс после испытательного срока; льготный полис дмс на детей; парковочное место.","знание php; опыт написания тестов; понимание ооп, принципов построения приложений; опыт работы с реляционными базами данных; работа *nix на уровне пользователя; знание или желание писать микросервисы на go. плюсом будет: работа с nosql базами данных; опыт работы по tdd; опыт работы в agile команде; работа с docker; опыт работы с очередями сообщений; опыт работы с микросервисами. оформление согласно тк рф; полностью белая заработная плата; высокий уровень профессионализма участников команды; работа на международные рынки; поддержка и содействие в профессиональном росте (семинары, курсы, тренинги, внутреннее обучение); оплачиваемые вкусные обеды; компенсация больничного до 100% (30 дней в году); частичная компенсация оздоровительных мероприятий (спорт, йога, бассейн и тд.); хорошие условия труда в офисе у ст. м. электросила без open-space&#39;ов; полис дмс после испытательного срока; льготный полис дмс на детей; парковочное место.","мы ищем php разработчика для работы в команде над большим проектом. в разработке мы используем следующие технологии: php7, golang, rabbitmq, percona, redis, docker, ansible с переходом на микросервисную архитектуру. команды работают по agile. участие в разработке продуктов для финансового сектора; ответственность за свою часть продукта; работа по agile методологии; применение современного стека технологий; написание тестов на разрабатываемый функционал. знание php; опыт написания тестов; понимание ооп, принципов построения приложений; опыт работы с реляционными базами данных; работа *nix на уровне пользователя; знание или желание писать микросервисы на go. плюсом будет: работа с nosql базами данных; опыт работы по tdd; опыт работы в agile команде; работа с docker; опыт работы с очередями сообщений; опыт работы с микросервисами. оформление согласно тк рф; полностью белая заработная плата; высокий уровень профессионализма участников команды; работа на международные рынки; поддержка и содействие в профессиональном росте (семинары, курсы, тренинги, внутреннее обучение); оплачиваемые вкусные обеды; компенсация больничного до 100% (30 дней в году); частичная компенсация оздоровительных мероприятий (спорт, йога, бассейн и тд.); хорошие условия труда в офисе у ст. м. электросила без open-space&#39;ов; полис дмс после испытательного срока; льготный полис дмс на детей; парковочное место.",backendразработчик(phpgodeveloper),Санкт-Петербург,,,Big Data Technologies,2019-10-09T14:46:10+0300,between1And3,full,fullDay,PHP|golang
