,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
674,674,разработка программного обеспечения на языке с++. разработка программного обеспечения на языке с. документирование программного обеспечения в соответствии с еспд. участие в отладке программного обеспечения в составе стенда. участие в отладке программного обеспечения в процессе и по результатам лётных испытаний. организация работы группы программистов.,"перспективная работа в стабильной компании с вековой историей развития. дружный коллектив. оформление согласно тк рф. официальная заработная плата. наличие бесплатной парковки для сотрудников 100000 (gross) график работы: пятидневная рабочая неделя, пн-чт с 8:00 до 17:00, пт с 8:00 до 16:00.","высшее техническое образование. опыт работы от 7 лет. желателен опыт работы на производственном предприятии. знание программ с, с++, linux. ответственность, обучаемость, трудолюбие. желательно знание технического английского языка. перспективная работа в стабильной компании с вековой историей развития. дружный коллектив. оформление согласно тк рф. официальная заработная плата. наличие бесплатной парковки для сотрудников 100000 (gross) график работы: пятидневная рабочая неделя, пн-чт с 8:00 до 17:00, пт с 8:00 до 16:00.","разработка программного обеспечения на языке с++. разработка программного обеспечения на языке с. документирование программного обеспечения в соответствии с еспд. участие в отладке программного обеспечения в составе стенда. участие в отладке программного обеспечения в процессе и по результатам лётных испытаний. организация работы группы программистов. высшее техническое образование. опыт работы от 7 лет. желателен опыт работы на производственном предприятии. знание программ с, с++, linux. ответственность, обучаемость, трудолюбие. желательно знание технического английского языка. перспективная работа в стабильной компании с вековой историей развития. дружный коллектив. оформление согласно тк рф. официальная заработная плата. наличие бесплатной парковки для сотрудников 100000 (gross) график работы: пятидневная рабочая неделя, пн-чт с 8:00 до 17:00, пт с 8:00 до 16:00.",ведущий инженер программист,Санкт-Петербург,100000.0,,Туполев,2019-09-30T10:19:15+0300,moreThan6,full,fullDay,
