,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
298,298,написание текстов и их последующее размещение на сайтах клиентов сервиса 1с-umi (тематики совершенно разнообразные) заполнение мета-тегов на сайтах клиентов сервиса (включая анализ семантики и т.п.) рерайт (приведение в порядок) текстов клиентов,полный рабочий день 10:00 - 19:00 оклад + премия,,"облачный сервис готовых сайтов 1с-umi ищет seo-копирайтера . отличительные черты и ключевые навыки: любить писать на любые темы и быстро переключаться умение быстро, осмысленно и грамотно составлять тексты, понимать структуру построения текста хорошая общая эрудиция и интерес к жизни знать инструменты для копирайтера и как ими пользоваться умение быстро находить информацию в сети на любые темы знание внутренней оптимизации сайтов (что такое мета-теги, ключевые слова, как их составлять, что влияет на seo-продвижение сайта) конечно, быстрая скорость печати и пять по русскому языку готовность общаться с клиентами журфак или маркетинг с пиаром, но у вас хорошее портфолио, то это второстепенно. написание текстов и их последующее размещение на сайтах клиентов сервиса 1с-umi (тематики совершенно разнообразные) заполнение мета-тегов на сайтах клиентов сервиса (включая анализ семантики и т.п.) рерайт (приведение в порядок) текстов клиентов полный рабочий день 10:00 - 19:00 оклад + премия компания очень известна в рунете и работа у нас - прямая дорога к замечательной карьере в сфере интернет-бизнеса . мы можем предложить вам: отличные перспективы развития и карьерного роста известность в рунете классный, дружный коллектив отличный кофе и вкусный чай",копирайтерseo-специалист,Санкт-Петербург,40000.0,,Юмисофт,2019-10-02T16:32:03+0300,between1And3,full,fullDay,SEO-копирайтинг|Наполнение контентом|SEO оптимизация|Рерайтинг|Написание текстов|Корректура текстов|Грамотность
