,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
39,39,,,,"обязанности: • администрирование физических серверов и виртуальных серверов под управлением linux(преимущественно веб-сервера) • консультирование команды разработчиков по вопросам взаимодействия с ос требования: • опыт работы в области системного администрирования от 2-х лет • опыт работы с ос linux (не менее 1 года). • опыт работы с веб-сервисами lamp(linux-apache-mysql-php), желательно: nginx, php-fpm. • понимание принципов работы основных протоколов взаимодействия в современной сети internet.(http, ftp, dns) • желателен опыт работы с системами виртуализации - openvz, libvirt/kvm, vmware, xen. • опыт работы в хостинг-компании был бы плюсом. • кандидаты имеющие опыт windows server (всех поколений) администрирования на уровне - не ниже эксперт, рассматриваются отдельно. условия: • возможен переезд в дубненский офис (московская область) • зарплата по результатам собеседования. • хорошие перспективы профессионального роста. • сайт www.icewood.net.",системныйадминистраторlinux,Санкт-Петербург,65000.0,85000.0,Айсвуд,2019-09-11T14:52:06+0300,between1And3,full,fullDay,Администрирование серверов Linux|TCP/IP|MySQL|Linux|Администрирование сетевого оборудования|PHP5|Настройка DNS|HTML|Cisco|FreeBSD|Nginx|Bash|CSS|MS SQL|Администрирование сайтов|PHP|HTML5|PostgreSQL|CSS3|SQL|LAMP|Apache HTTP Server|KVM|VMware
1293,1293,,,,"«энергосбытовая компания «восток» (ао «эк «восток») успешно работает в энергосбытовом секторе уже более пятнадцати лет и в настоящее время поставляет электроэнергию клиентам на территории десяти субъектов российской федерации. каждому сотруднику нашей компании предоставлена реальная возможность реализовать свой потенциал, получить ценный опыт работы, повысить свой статус в успешной команде профессионалов. чем предстоит заниматься? обеспечение бесперебойной работы ит-инфраструктуры и ит-сервисов компании; установка, настройки и устранение неполадок в работе ролей и служб серверов; проведение анализа, обоснование и модернизация ит-инфраструктуры компании; ведение эксплуатационной документации аппаратных и программных средств, сервисов и систем компании; установка, конфигурация и устранение неполадок в работе прикладных сервисах и системах предприятия; выполнение заявок и поручений от пользователей компании; взаимодействие и совместная работа с сотрудниками центров компетенций департамента информационных технологий; проведение анализа, обоснование и модернизация ит-инфраструктуры компании; профилактика и предотвращение инцидентов в работе ит-инфраструктуры и ит-сервисов компании; администрирование, конфигурация и отладка серверов на базе операционных систем семейства linux / unix; изучение рынка программных и технических средств, формирование предложений по модернизации программной и аппаратной инфраструктуры. что мы ожидаем от будущего кандидата? опыт администрирования серверной платформы семейства linux; понимание работы основных сетевых сервисов (dns, dhcp, http и т.д.); знание и умение настраивать apache, nginx, ca, samba, docker и другие распространенные сервисы; опыт настройки мониторинга состояния нагрузки и сервисов; опыт сборки пакетов и обновления ос; аналитический склад ума, инициативность, хорошие коммуникативные навыки; умение работать в стрессовых ситуациях и условиях многозадачности; грамотная письменная и устная речь. мы постарались создать все условия для продуктивной и интересной работы: стабильный и официальный доход, состоящий из заработной платы и годового бонуса, выплачиваемого по итогу ежегодной оценки результатов деятельности; официальное трудоустройство согласно тк рф; комфортное рабочее место в современном бизнес-центре golf; реальный карьерный рост в крупнейшей компании; атмосфера взаимопомощи и дружелюбия; работа в команде профессионалов в атмосфере взаимопомощи и поддержки; классическая пятидневка с фиксированными выходными; график работы: с 8-00 до 17-00; обучение за счет предприятия; множество интересных задач, в решении которых вы можете принять полноправное участие. важно! уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы). а также в качестве бонуса: частичная компенсация занятий спортом (тренажерный зал, фитнес, бассейн); забота о здоровье: соц. пакет и бесплатные мед. обследования, дмс; подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на новый год. если вы ищите стабильную и интересную работу, то будем рады вашим резюме!",системныйадминистраторlinux,Тюмень,45000.0,,"Восток, Энергосбытовая компания",2019-09-18T05:55:27+0300,between1And3,full,fullDay,
917,917,модернизация инфраструктуры компании. создание виртуальной инфраструктуры.,официальное оформление по тк рф. гибкий график работы.,отличное знание линукс — debian и centos (обязательно). практический опыт использования ansible (обязательно). практический навык эксплуатации систем виртуализации (обязательно). опыт администрирования postgresql и apache. навыки сетевого администрирования. желателен опыт работы с tomcat и alfresco. официальное оформление по тк рф. гибкий график работы.,"в связи с расширением штата мы ищем системного администратора. нам нужно совершенствовать внутреннюю инфраструктуру, работать с программистами, помогать заказчикам поддерживать системы. модернизация инфраструктуры компании. создание виртуальной инфраструктуры. отличное знание линукс — debian и centos (обязательно). практический опыт использования ansible (обязательно). практический навык эксплуатации систем виртуализации (обязательно). опыт администрирования postgresql и apache. навыки сетевого администрирования. желателен опыт работы с tomcat и alfresco. официальное оформление по тк рф. гибкий график работы.",системныйадминистраторlinux,Санкт-Петербург,60000.0,,Лаборатория 50,2019-10-09T17:38:08+0300,between1And3,part,remote,Администрирование|Cистемы управления базами данных|Linux|Виртуализация
