,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
187,187,,,,"мобильные приложения яндекс.браузера стремятся стать еще лучше. у наших приложений огромная аудитория, поэтому каждый новый релиз – это большая ответственность. мы ищем к себе в команду человека, который поможет следить за качеством наших приложений и повышать его. если вы въедливы, ответственны и любите тестировать, то приходите к нам. вы сможете поучаствовать в тестировании наших приложений под платформу ios или android , а еще разобраться в том, как происходит процесс разработки. со своей стороны мы гарантируем: много программного кода, в котором точно есть баги; частые релизы; свободные выходные; и работу в команде умных людей, готовых поделиться своими знаниями и опытом, а также сходить куда-нибудь в пятницу вечером. опыт работы в тестировании мобильных проектов будет большим плюсом, но если вы больше двух лет занимались тестированием каких-то других проектов, этого может оказаться вполне достаточно. ваши будущие задачи: функциональное тестирование и отслеживание качества выпускаемого сервиса; создание и поддержка тестовой документации; общение с командой, принятие совместных решений об улучшении приложения, сервиса; оптимизация процесса тестирования внутри команды. плюсы: знание специфики мобильных платформ; знание нефункциональных особенностей мобильных приложений; опыт работы с debug proxy: charles/fiddler или другими; опыт работы в scrum-команде. сотрудникам мы с удовольствием оплачиваем: медицинскую страховку для вас и вашей семьи; если вы из другого города предложим оплату переезда; компенсация затрат на еду на территории офис-квартала; бесплатную подземную парковку авто и велосипеда (если успели занять); оплату вашего участия в конференциях и обучениях. и многое, многое другое...",инженерпотестированиюмобильныхприложенийбраузера,Санкт-Петербург,,,Яндекс,2019-09-30T14:59:14+0300,noExperience,full,flexible,
