,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1001,1001,,"конкурентная компенсация в долларах сша удаленная работа на полный рабочий день (8 ч.) оплачиваемый отпуск, праздники, больничные работа в международной команде профессионалов стабильный долгосрочный проект","java 8 (знание mvc frameworks и orm) jsp javascript mysql или другая db tomcat, maven junit solr linux shell git, linux, ci, jira sql запросы sdlc хороший разговорный английский язык (intermediate) для общения с командой конкурентная компенсация в долларах сша удаленная работа на полный рабочий день (8 ч.) оплачиваемый отпуск, праздники, больничные работа в международной команде профессионалов стабильный долгосрочный проект","приглашаем опытных бэкенд разработчиков присоединиться к одному из наших быстро растущих долгосрочных проектов. о проекте: американская медиа-организация в области политической журналистики охватывает темы политики и управления в сша и на международном уровне. контент распространяется через телевидение, интернет, газету и радио. темы охватывают политическую жизнь сша, сми и президентскую ветвь. распределенная команда разрабатывает сервисы для подготовки и публикации контента. в настоящий момент над проектом работает команда из 20 разработчиков (be, fe, devops). мы работаем в тесном контакте с американской частью команды проекта java 8 (знание mvc frameworks и orm) jsp javascript mysql или другая db tomcat, maven junit solr linux shell git, linux, ci, jira sql запросы sdlc хороший разговорный английский язык (intermediate) для общения с командой конкурентная компенсация в долларах сша удаленная работа на полный рабочий день (8 ч.) оплачиваемый отпуск, праздники, больничные работа в международной команде профессионалов стабильный долгосрочный проект",seniorjavawebdeveloper,Санкт-Петербург,,,Nitka Technologies,2019-10-03T13:03:47+0300,between3And6,full,fullDay,Java|MVC|JSP|JavaScript|MySQL|Solr|Apache Tomcat|Linux|Английский язык
