,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1217,1217,,,,"iq option – это международная финтех-компания, где разработали одну из лучших в мире платформ для торговли финансовыми инструментами. благодаря нам миллионы людей могут легко открывать для себя мир трейдинга и испытывать весь спектр ярких эмоций. всего у нас зарегистрировано больше 40 млн пользователей в 150 странах мира. нам шесть лет, у нас работает более 600 человек в трех офисах (в петербурге, лимасоле и лондоне) и половина нас – это разработка. мы пишем на go, php, c++, scala, python и java, исповедуем микросервисную архитектуру и уважаем разумный agile. а еще мы любим прыгать выше головы – и у нас это получается. у нас можно быть собой. и у нас можно быть лучше себя. сейчас мы находимся в поиске продуктового аналитика в команду insights &amp; experiments . команда занимается организацией процесса анализа качественной информации о рынках, конкурентах и т.п., сбором аналитики по качественному фидбеку, активности соц. сетей, результатам промоушена фичей и т.п. а также обеспечением фичей продуктовой разработки, аналитической поддержкой. задачи, которые перед тобой будут стоять: постоянный анализ пользовательского поведения с целью поиска «точек роста» и «узких мест» в продукте; не бояться большого объема данных и легко в них искать новые инсайты (работа с big data); проведение a\b-экспериментов; правильно доносить результаты анализа до продуктовых менеджеров (executive summary); разрабатывать новые продуктовые метрики и анализировать динамику; решать нетривиальные задачи в условиях неполных данных; выбирать нужный способ оценки данных – аналитика, исследования или использование внешних данных; построение аналитических отчетов по продукту, воронке, ltv, оттоку базы, сегментации юзеров. ты точно справишься, если: имеешь опыт работы продуктовым аналитиком от 3х лет; имеешь опыт работы в маркетинге; обладаешь знанием бизнес-процессов, системного анализа; обладаешь знанием продуктовых метрик и умением правильно интерпретировать их динамику; опыт в gamedev-приветствуется; имеешь навык работы с tableau desktop, tableau server и power bi; обладаешь критическим мышлением. успешному кандидату мы готовы предложить: трудоустройство согласно тк рф; гибкое начало рабочего дня; офис класса а+ в 10 мин ходьбы от ст.м. новочеркасская; компенсация обедов; корпоративный фитнес-центр: групповые занятия, персональные тренировки, секция бокса; библиотека; дмс. дополнительные условия для иногородних и иностранных кандидатов: предоставление места проживания за счет компании в первый месяц работы (далее - помощь в поиске жилья); помощь в оформлении документов",продуктовый аналитик,Тюмень,,,IQ Орtiоn Sоftwаre,2019-09-24T13:15:46+0300,between3And6,full,fullDay,SQL|Аналитические исследования|аналитика продукта
