,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
219,219,,"достойный уровень заработной платы, бонусная программа дмс (со стоматологией), компенсация мобильной связи, спортивные программы, обучение комфортабельный офис c панорамным видом на неву участие в масштабных проектах мирового уровня","высшее образование уверенный пользователь пк знание английского на уровне intermediate опыт работы на аналогичной позиции не менее 2-х лет опыт создания процессов с нуля желателен опыт работы со стандартами pmbok/pmp знание cjm будет вашим преимуществом ответственность, организованность, развитые аналитические способности, ярко выраженные лидерские качества","наш клиент, крупнейшая интернет-платформа, открывает вакансию &quot;lead project manager&quot; высшее образование уверенный пользователь пк знание английского на уровне intermediate опыт работы на аналогичной позиции не менее 2-х лет опыт создания процессов с нуля желателен опыт работы со стандартами pmbok/pmp знание cjm будет вашим преимуществом ответственность, организованность, развитые аналитические способности, ярко выраженные лидерские качества профессиональные обязанности: изучение cjm, выявление болевых точек и формирование плана мероприятий по улучшениям процессов оценка эффекта изменений и ответственности за результаты планирование и распределение ресурсов взаимодействие со смежными подразделениями оказание методологической поддержки участникам проектов достойный уровень заработной платы, бонусная программа дмс (со стоматологией), компенсация мобильной связи, спортивные программы, обучение комфортабельный офис c панорамным видом на неву участие в масштабных проектах мирового уровня",lead project manager (крупнейшая интернет платформа),Санкт-Петербург,,,AVRIO Group Consulting,2019-10-08T19:29:36+0300,between1And3,full,fullDay,
