,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
731,731,,,,"мы занимаемся хостингом . сейчас у нас более 150 000 активных пользователей, примерно каждый десятый сайт в рунете размещается у нас. наши основные программные продукты: панели управления хостингом, vds и выделенными серверами, регистрации доменов и заказа ssl, почтовый сервис, внутренняя crm. наши клиенты считают панель управления одной из самых удобных на рынке, но мы не останавливаемся в её развитии, и поэтому ищем программиста php . кандидатам из других городов готовы предложить релокационный пакет. как мы работаем: пишем качественный код на php 7.3; используем yii 2; стучимся в rest api; покрываем код тестами при помощи codeception; применяем code review и работаем по git flow; для автоматизации цепочки ci/cd по полной используем gitlab; в разработке используем docker, активно развиваем kubernetes-кластер для production; работаем продуктовыми командами по agile. спринт — 1 неделя; проводим совместное техническое проектирование и планирование задач спринта. задачи для вас: участие в развитии внутренних продуктов; взаимодействие с сервисной инфраструктурой; разработка сервисов и api; построение и улучшение архитектуры системы; анализ требований, проектирование решений, оценка технических задач. мы ждем от вас: знание и опыт php 7.*; знание основных php-фреймворков не понаслышке; опыт использования mysql / postgresql / redis / rabbitmq; знание основных принципов api (rest api, json api, soap); чистый код, уважение к tdd; опыт enterprise разработки; умение работать в команде, делиться своим мнением и прислушиваться к мнению других. у нас вы сможете получить знания и навыки: использования и разработки сложной архитектуры корпоративных приложений; построения процессов разработки; применения docker и kubernetes; автоматизации gitlab ci/cd; языков программирования go, python, javascript. а также удовольствие от работы в сильной команде :) мы предлагаем: гибкое начало рабочего дня; официальное трудоустройство и белую заработную плату. мы всячески приветствуем здоровый образ жизни и предоставим вам: оплачиваемые обеды на любой вкус (от вегетарианских предпочтений до домашней кухни); компенсацию ваших спортивных занятий; дмс; уютную кухню с вкусными сортами чая и ароматным кофе, молоком и фруктами; комнату отдыха с настольным теннисом и турником.",программист php,Санкт-Петербург,,180000.0,ТаймВэб,2019-10-09T12:39:41+0300,between1And3,full,fullDay,PHP|MySQL|Linux|Yii
