,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
132,132,,,,"мы предлагаем: интересные и актуальные задачи, которые помогут расти и развиваться; обучение и возможность реализовать свои идеи; всё, что может потребоваться для эффективной работы: дружный коллектив единомышленников, удобный график работы, оформление по тк, стабильность в условиях оплаты. задачи для тебя: настройка и оптимизация контекстной рекламы в яндекс-директ, google-adwords; web-аналитика (сбор статистики, подготовка отчетов, анализ эффективности, рекомендации). что важно для нас: адекватность, аналитический склад ума, внимательность, умение работать в команде; наличие опыта работы в сфере будет плюсом; желательно навыки работы с яндекс-директ/ direct commander, google-adwords/ adwords editor, яндекс метрика, google analitics.",директолог (помощник аналитика по контекстной рекламе),Санкт-Петербург,,,АМИ КОВРЫ,2019-10-09T13:55:50+0300,noExperience,full,fullDay,Google Analytics|Яндекс.Директ|Аналитические исследования|Статистический анализ|Яндекс.Метрика|Анализ данных|Google AdWords|Internet Marketing
