,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
660,660,,"санкт-петербург, офис в центре гибкий график работы уровень дохода - готовы обсуждать дмс, компенсация питания, спорта участие в конференциях, в т.ч. зарубежных, возможность выступать в качестве спикера релокация для кандидатов из других городов и стран снг: оплата билетов, проживания в гостинице на первое время, помощь с поиском квартиры, подготовка документов",опыт тестирования мобильных ios приложений от 2-х лет знание гайдлайнов платформы опыт с swift/objective-c/python/java или другим языком программирования понимание сетевых протоколов и веб-технологий опыт работы с багтрекинговыми системами опыт тестирования с неполной функциональной спецификацией опыт создания тестовой документации будет плюсом: опыт работы с высоконагруженными приложениями знакомство с xcuitest опыт тестирования веб и приложений для других платформ,"проект: один из крупнейших проектов рунета миллионы пользователей что предстоит делать: тестирование ios-приложений (ручное или ручное + автоматизация) планирование процесса тестирования, оценка ресурсов регистрация и контроль исправления найденных багов подготовка тестовой документации опыт тестирования мобильных ios приложений от 2-х лет знание гайдлайнов платформы опыт с swift/objective-c/python/java или другим языком программирования понимание сетевых протоколов и веб-технологий опыт работы с багтрекинговыми системами опыт тестирования с неполной функциональной спецификацией опыт создания тестовой документации будет плюсом: опыт работы с высоконагруженными приложениями знакомство с xcuitest опыт тестирования веб и приложений для других платформ как проходит интервью: техническое онлайн-интервью позиция предполагает домашнее тестовое задание личная встреча в офисе, знакомство с командой санкт-петербург, офис в центре гибкий график работы уровень дохода - готовы обсуждать дмс, компенсация питания, спорта участие в конференциях, в т.ч. зарубежных, возможность выступать в качестве спикера релокация для кандидатов из других городов и стран снг: оплата билетов, проживания в гостинице на первое время, помощь с поиском квартиры, подготовка документов",специалист по тестированию ios приложений,Санкт-Петербург,,,ЮК-Консалтинг,2019-09-17T23:16:13+0300,between1And3,full,flexible,QA|Python|Java|iOS|Функциональное тестирование|Тестирование пользовательского интерфейса|Тестирование мобильных приложений|XCUITest|Swift|Objective-C
