,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
66,66,интеграция внутренних систем банка с внешней ас.,"интересные и масштабные задачи, работа в команде профессионалов; возможность обучения и сертификации за счет компании; крупные и уникальные проекты в развивающейся компании; официальное оформление по тк рф; социальный пакет + дмс; корпоративная программа лояльности (льготное кредитование, скидки в компаниях-партнерах).","высшее образование (информационные технологии/математика); профессиональное владение oracle pl/sql, опыт работы с oracle; готовность к быстрому обучению написания кода на xslt. интересные и масштабные задачи, работа в команде профессионалов; возможность обучения и сертификации за счет компании; крупные и уникальные проекты в развивающейся компании; официальное оформление по тк рф; социальный пакет + дмс; корпоративная программа лояльности (льготное кредитование, скидки в компаниях-партнерах).","наш клиент, банк топ-10, в связи с расширением команды, приглашает к себе разработчика баз данных oracle интеграция внутренних систем банка с внешней ас. высшее образование (информационные технологии/математика); профессиональное владение oracle pl/sql, опыт работы с oracle; готовность к быстрому обучению написания кода на xslt. интересные и масштабные задачи, работа в команде профессионалов; возможность обучения и сертификации за счет компании; крупные и уникальные проекты в развивающейся компании; официальное оформление по тк рф; социальный пакет + дмс; корпоративная программа лояльности (льготное кредитование, скидки в компаниях-партнерах).",разработчикбазданныхoracle,Санкт-Петербург,,,ANCOR FinTech,2019-10-07T12:57:00+0300,between1And3,full,fullDay,
