,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1224,1224,"• полное сопровождение и обеспечение бесперебойной работы объекта по линии it; • закупка оборудования и расходных материалов; • блочный и мелкий ремонт, обслуживание компьютерной и телефонной сетей; • сборка и текущий блочный ремонт серверов и рабочих станций; • поддержание в актуальном состоянии исполнительной документации по it системам; • обеспечение корректного учета it оборудования.","• гарантированная своевременная заработная плата; • оформление в штат компании в соответствии с тк рф (отпуск, больничный лист); • дополнительная мотивация: бонусы по итогам годовой оценки performance management, премии за стаж работы в компании и пр.; • возможность карьерного роста; • развитая корпоративная культура: дополнительный день отпуска по случаю дня рождения, подарки по случаю рождения детей; корпоративные конкурсы и мероприятия для сотрудников и их детей; благотворительные проекты внутри компании, направленные на оказание помощи сотрудникам и членам их семей, попавшим в сложную жизненную ситуацию и пр.","• образование не ниже среднего профессионального; • администрирование: ms windows (2003,2008, xp)/ms office/1с 8.1/ms sql (поддержка)/active directory/ms exchange; • опыт прокладки сетей, настройки сетевого оборудования; • опыт настройки и обслуживания атс panasonic; • опыт ремонта и обслуживания ч/б лазерных/струйных принтеров; • опыт управления резервным копированием данных; • опыт установки и поддержки антивирусного по. • полное сопровождение и обеспечение бесперебойной работы объекта по линии it; • закупка оборудования и расходных материалов; • блочный и мелкий ремонт, обслуживание компьютерной и телефонной сетей; • сборка и текущий блочный ремонт серверов и рабочих станций; • поддержание в актуальном состоянии исполнительной документации по it системам; • обеспечение корректного учета it оборудования. • гарантированная своевременная заработная плата; • оформление в штат компании в соответствии с тк рф (отпуск, больничный лист); • дополнительная мотивация: бонусы по итогам годовой оценки performance management, премии за стаж работы в компании и пр.; • возможность карьерного роста; • развитая корпоративная культура: дополнительный день отпуска по случаю дня рождения, подарки по случаю рождения детей; корпоративные конкурсы и мероприятия для сотрудников и их детей; благотворительные проекты внутри компании, направленные на оказание помощи сотрудникам и членам их семей, попавшим в сложную жизненную ситуацию и пр.","• образование не ниже среднего профессионального; • администрирование: ms windows (2003,2008, xp)/ms office/1с 8.1/ms sql (поддержка)/active directory/ms exchange; • опыт прокладки сетей, настройки сетевого оборудования; • опыт настройки и обслуживания атс panasonic; • опыт ремонта и обслуживания ч/б лазерных/струйных принтеров; • опыт управления резервным копированием данных; • опыт установки и поддержки антивирусного по. • полное сопровождение и обеспечение бесперебойной работы объекта по линии it; • закупка оборудования и расходных материалов; • блочный и мелкий ремонт, обслуживание компьютерной и телефонной сетей; • сборка и текущий блочный ремонт серверов и рабочих станций; • поддержание в актуальном состоянии исполнительной документации по it системам; • обеспечение корректного учета it оборудования. • гарантированная своевременная заработная плата; • оформление в штат компании в соответствии с тк рф (отпуск, больничный лист); • дополнительная мотивация: бонусы по итогам годовой оценки performance management, премии за стаж работы в компании и пр.; • возможность карьерного роста; • развитая корпоративная культура: дополнительный день отпуска по случаю дня рождения, подарки по случаю рождения детей; корпоративные конкурсы и мероприятия для сотрудников и их детей; благотворительные проекты внутри компании, направленные на оказание помощи сотрудникам и членам их семей, попавшим в сложную жизненную ситуацию и пр.",специалистпоинформационнымтехнологиям,Тюмень,34000.0,34000.0,"СНС, Группа Компаний",2019-09-23T08:17:09+0300,between1And3,full,fullDay,
