,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1015,1015,"консультирование клиентов; ответы на вопросы по работе платформы; работа со следующими каналами связи: чат, электронная почта, телефон.",оформление согласно тк рф; помощь в оформлении иностранных граждан; полностью белая заработная плата; компенсируем занятия спортом (50%); оплачиваемые обеды; дмс после испытательного срока.,владение индонезийским языком - родной или свободное владение; знание английского языка не ниже upper-intermediate (будет проверяться на собеседовании); русский язык - родной или разговорный уровень; компьютерная грамотность на уровне продвинутого пользователя; готовность к работе в ночные смены; способность к обучению; стрессоустойчивость. оформление согласно тк рф; помощь в оформлении иностранных граждан; полностью белая заработная плата; компенсируем занятия спортом (50%); оплачиваемые обеды; дмс после испытательного срока.,"нам требуются сотрудники команды поддержки для консультирования клиентов по платформе для работы с финансовыми рынками. консультирование клиентов; ответы на вопросы по работе платформы; работа со следующими каналами связи: чат, электронная почта, телефон. владение индонезийским языком - родной или свободное владение; знание английского языка не ниже upper-intermediate (будет проверяться на собеседовании); русский язык - родной или разговорный уровень; компьютерная грамотность на уровне продвинутого пользователя; готовность к работе в ночные смены; способность к обучению; стрессоустойчивость. оформление согласно тк рф; помощь в оформлении иностранных граждан; полностью белая заработная плата; компенсируем занятия спортом (50%); оплачиваемые обеды; дмс после испытательного срока.",специалист поддержки пользователей со знанием индонезийского языка,Санкт-Петербург,,,Колл Солюшенс,2019-10-08T17:50:07+0300,noExperience,full,fullDay,
