,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
899,899,разработка и сопровождение клиентского по.,,"уверенное владение .net/c#; опыт работы с wpf/winforms/uwp; знание паттерна mvvm; опыт работы с .net core; опыт работы с git (github, bitbucket, azure devops).","наша команда разрабатывает решения для бизнеса на основе .net framework, .net core и ms sql server. для пополнения команды требуется разработчик клиентских приложений на .net, в основном на wpf и winforms, но в перспективе так же uwp и xamarin разработка и сопровождение клиентского по. уверенное владение .net/c#; опыт работы с wpf/winforms/uwp; знание паттерна mvvm; опыт работы с .net core; опыт работы с git (github, bitbucket, azure devops). будет плюсом: знание английского языка.",c#developer,Санкт-Петербург,40000.0,,Вайскод,2019-10-09T10:10:14+0300,between1And3,full,fullDay,C#|.NET Framework|Git|MS Visual Studio|WPF|.NET Core|MVVM|Windows Forms
