,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
889,889,"консультирование пользователей по вопросам работы с информационной системой (axapta); решение проблем, возникающих в процессе эксплуатации информационных систем; проведение мониторинга состояния информационной системы, выявление сбоев в функционировании; проведение первичного тестирования разрабатываемой функциональности; разработка пользовательских инструкций; проведение анализа возникающих проблем, формирование предложения о доработках; оплачиваемое удаленное дежурство по круглосуточной поддержке пользователей по мобильному телефону (неделя дежурства через 3 недели).","оформление согласно тк рф; график работы: 5/2, 8-часовой рабочий день; оплачиваемые дежурства в выходные и праздничные дни; перспектива карьерного и профессионального роста; работа в стабильной, крупной компании; служебная развозка от ст.м. ладожская, от пл. ленина","высшее, неоконченное высшее образование общая it грамотность; понимание устройства реляционных баз данных; опыт работы в поддержке пользователей. оформление согласно тк рф; график работы: 5/2, 8-часовой рабочий день; оплачиваемые дежурства в выходные и праздничные дни; перспектива карьерного и профессионального роста; работа в стабильной, крупной компании; служебная развозка от ст.м. ладожская, от пл. ленина","холдинговая транспортная компания питеравто приглашает в команду специалиста поддержки информационных систем! цели хтк питеравто: лидерство качества, безопасности и комфорта перевозок пассажиров, кратный рост масштабов бизнеса, рост эффективности и зрелости управления, удовлетворённость и благосостояние сотрудников; масштаб 2017 - 900 000+ пассажиров в день, 8000+ сотрудников, 11 филиалов в северо – западном, центральном, южном федеральном округе; работа для пассажиров более 24 лет! консультирование пользователей по вопросам работы с информационной системой (axapta); решение проблем, возникающих в процессе эксплуатации информационных систем; проведение мониторинга состояния информационной системы, выявление сбоев в функционировании; проведение первичного тестирования разрабатываемой функциональности; разработка пользовательских инструкций; проведение анализа возникающих проблем, формирование предложения о доработках; оплачиваемое удаленное дежурство по круглосуточной поддержке пользователей по мобильному телефону (неделя дежурства через 3 недели). высшее, неоконченное высшее образование общая it грамотность; понимание устройства реляционных баз данных; опыт работы в поддержке пользователей. оформление согласно тк рф; график работы: 5/2, 8-часовой рабочий день; оплачиваемые дежурства в выходные и праздничные дни; перспектива карьерного и профессионального роста; работа в стабильной, крупной компании; служебная развозка от ст.м. ладожская, от пл. ленина",специалистподдержкиинформационныхсистем,Санкт-Петербург,35000.0,38000.0,ПИТЕРАВТО,2019-10-04T10:05:27+0300,between1And3,full,fullDay,
