,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
327,327,,график работы: 5/2 (с 8:30 до 17:30); официальное трудоустройство по тк рф; бесплатное питание; офис в 15 минутах ходьбы от ст.м. &quot;площадь ленина&quot;; уровень вознаграждения обсуждается с успешным кандидатом по результатам собеседования; проводится обучение.,"высшее техническое образование (приветствуется в/о по специальности автоматизация технологических процессов и производства); выпускники вузов, опыт работы по направлению приветствуется; знание английского языка на уровне чтения технической документации;","высшее техническое образование (приветствуется в/о по специальности автоматизация технологических процессов и производства); выпускники вузов, опыт работы по направлению приветствуется; знание английского языка на уровне чтения технической документации; основные должностные обязанности: разработка программного обеспечения для систем автоматического управления (сау). разработка сопроводительной документации. возможны командировки по россии (1-2 раза в год). график работы: 5/2 (с 8:30 до 17:30); официальное трудоустройство по тк рф; бесплатное питание; офис в 15 минутах ходьбы от ст.м. &quot;площадь ленина&quot;; уровень вознаграждения обсуждается с успешным кандидатом по результатам собеседования; проводится обучение.",инженерасу,Санкт-Петербург,,,НПФ Система-Сервис,2019-10-10T11:33:39+0300,noExperience,full,fullDay,
