,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1152,1152,"аналитика по качеству, контроль претензионности, эскалация проблем с качеством в фиксе на директоров регионов и дрр и т.д. организация и проведение аудитов качества инсталляций на соответствие требованиям в городе базирования (плюс командировки по соседним городам). разработка планов мероприятий совместно с тб и кб и контроль их выполнения по высокоприоритетным домам с плохим качеством разработка планов мероприятий совместно с кб и контроль их выполнения по высокоприоритетным салонами с плохим качеством обслуживания (фикса) тестирование в городах базирования (btb, btc, ств) – новые тарифы, частотные планы и т.д. customer journey (путь клиента) по процессам фиксированного бизнеса.","официальное трудоустройство в штат компании; белая заработная плата; корпоративная сотовая связь; полный соц. пакет; удобный график работы: 5/2; расширенный соц. пакет (дмс, + страхование жизни + скидки на спорт).","опыт работы в телекоммуникационных компаниях от 1 года. предпочтительно наличие предыдущего опыта в технических сферах, обслуживания. знание стандартов и технических основ построения сетей фиксированной связи. организаторские способности, склонность к функции контроля аналитика по качеству, контроль претензионности, эскалация проблем с качеством в фиксе на директоров регионов и дрр и т.д. организация и проведение аудитов качества инсталляций на соответствие требованиям в городе базирования (плюс командировки по соседним городам). разработка планов мероприятий совместно с тб и кб и контроль их выполнения по высокоприоритетным домам с плохим качеством разработка планов мероприятий совместно с кб и контроль их выполнения по высокоприоритетным салонами с плохим качеством обслуживания (фикса) тестирование в городах базирования (btb, btc, ств) – новые тарифы, частотные планы и т.д. customer journey (путь клиента) по процессам фиксированного бизнеса. официальное трудоустройство в штат компании; белая заработная плата; корпоративная сотовая связь; полный соц. пакет; удобный график работы: 5/2; расширенный соц. пакет (дмс, + страхование жизни + скидки на спорт).","опыт работы в телекоммуникационных компаниях от 1 года. предпочтительно наличие предыдущего опыта в технических сферах, обслуживания. знание стандартов и технических основ построения сетей фиксированной связи. организаторские способности, склонность к функции контроля аналитика по качеству, контроль претензионности, эскалация проблем с качеством в фиксе на директоров регионов и дрр и т.д. организация и проведение аудитов качества инсталляций на соответствие требованиям в городе базирования (плюс командировки по соседним городам). разработка планов мероприятий совместно с тб и кб и контроль их выполнения по высокоприоритетным домам с плохим качеством разработка планов мероприятий совместно с кб и контроль их выполнения по высокоприоритетным салонами с плохим качеством обслуживания (фикса) тестирование в городах базирования (btb, btc, ств) – новые тарифы, частотные планы и т.д. customer journey (путь клиента) по процессам фиксированного бизнеса. официальное трудоустройство в штат компании; белая заработная плата; корпоративная сотовая связь; полный соц. пакет; удобный график работы: 5/2; расширенный соц. пакет (дмс, + страхование жизни + скидки на спорт).",старшийспециалистпоконтролюкачествафиксированнойсвязи,Тюмень,,,МТС,2019-09-23T05:36:02+0300,between1And3,full,fullDay,
