,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1347,1347,,,,"присоединяйся к крупнейшей в европе онлайн-школе английского языка skyeng, входящей в топ-15 компаний рунета по версии forbes. менеджер по продажам со знанием английского языка: работает удаленно в комфортных условиях; проводит видеовстречи в skype с потенциальными клиентами; демонстрирует клиентам на видеовстречах продукты школы в формате вводного урока; помогает клиентам с выбором курса обучения английского языка; работает с возражениями при оплате, возникающими у клиентов. ты подходишь нам, если: твой разговорный английский на уровне intermediate и выше; легко находишь общий язык с незнакомыми людьми, не боишься проводить презентации на камеру; у тебя есть компьютер и стабильный, быстрый интернет; готов обеспечить тишину в рабочее время. мы предлагаем: неограниченный доход (оклад + бонусная часть); стабильные выплаты дважды в месяц без задержек ; удобные варианты рабочего графика 5/2 , 30 ч. в неделю (более 5 вариантов графика на выбор; выходные - суббота или воскресенье и 1 будний день); оплачиваемый отпуск 28 дней; необходимые материалы для проведения вводных уроков; оплачиваемое дистанционное обучение с тренером по продажам; 50% скидку на изучение английского языка. заинтересовала вакансия? жми “откликнуться”; ожидай звонка от менеджера в течение 1 часа; пройди телефонное интервью.",менеджер по продажам со знанием английского языка,Тюмень,,,Skyeng,2019-10-10T11:53:06+0300,noExperience,full,remote,
