,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
64,64,,,,"newmen основан в 1999 году. мы создаем медиа для брендов и за 20 лет запустили более 100 цифровых и печатных проектов. основная наша работа - это разработка контент-стратегии и дальнейшее создание контента (тексты, визуал, видео), дистрибуция его через такие каналы как сайты, порталы, лендинги, smm, рассылки, журналы. мы в меньшей степени занимаемся рекламой и продвижением (это идет как доп. услуги), а в большей креативом и комплексными разработками. мы ищем младшего аккаунт-менеджера, который возьмет на себя поддержку smm-кампании одного из наших клиентов. что вы будете делать каждый день: вести всю внешнюю коммуникацию с клиентами по проекту, находящемуся у вас в управлении согласовывать правки по макетам, видеороликам, текстам и визуальному контенту курировать работу исполнителей: ставить тз smm-специалистам, сценаристам, moution-дизайнерам вовремя отслеживать и решать с клиентами сложные вопросы, возникающие в процессе производства заниматься документооборотом (чуть-чуть). мы предполагаем, что вы: работали в агентстве и имеете релевантный опыт работали с smm проектами на позиции менеджера (не писали тексты, а согласовывали их) свободно общаетесь с клиентами, вас не пугает непредвиденный звонок и кардинальные правки перед публикацией не замалчиваете проблемы: если произошло аврал, то вы ставите в известность всю команду и пытаетесь разрулить ситуацию имеете положительные рекомендации с прошлого места работы. мы предлагаем вам: работу с известными брендами. среди наших клиентов аэрофлот, альфастрахование, вск, газпром, роснефть, росатом, сибур, сафмар, amway удаленный режим работы (вся работа контролируется через bitrix24) официальное трудоустройство, полностью оплачиваемый отпуск и больничный. возможность карьерного роста. мы хотим растить сотрудников. если вы дочитали до конца — то вы нам уже нравитесь) к отклику прикрепите сопроводительное письмо, в котором немного расскажите о своем опыте. обещаем, что ваш отклик не останется без ответа.",junior account manager (digital),Санкт-Петербург,40000.0,60000.0,Newmen,2019-09-16T15:37:01+0300,between1And3,full,remote,Digital Marketing|Project management|Управление интернет-проектами|People Management|Маркетинговые стратегии|Social Media Marketing|Sales Management|Интернет-реклама|Account Management|Internet Marketing|Креативные концепции|Маркетинговый анализ
