,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
906,906,"разработка backend функционала web-приложений и сервисов компании, в том числе системы edi документооборота; разработка архитектуры приложений и сервисов; участие в командной разработке с использованием подхода scrum;",,"опыт разработки клиент-серверных приложений на java от 0,5 года; опыт работы с java se, spring, web services, jdbc, jms; опыт работы со spring 4+ (boot 1.5+) от 2-х лет. уверенные знания spring core/mvc/data; опыт работы с rdbms (oracle 11g+, postgresql 10+), навыки проектирования и отлаживания проблемных ситуаций; опыт создания rest api, soap; практический опыт работы со сборщиками gradle, maven; умение ясно и чётко выражать и аргументировать свою точку зрения; желание совершенствовать разрабатываемый продукт, принимать ответственность за разрабатываемые решения; умение работать в команде (git, jira/redmine); внутренняя потребность к постоянному самосовершенствованию;","компания &quot;корус консалтинг снг&quot; приглашает сотрудника на позицию « developer java » . если вы настойчивы и ответственны, способны преодолевать трудности и работать на результат – мы ждём вас! мы – команда профессионалов своего дела и любителей получать удовольствие от работы и от жизни. разработка backend функционала web-приложений и сервисов компании, в том числе системы edi документооборота; разработка архитектуры приложений и сервисов; участие в командной разработке с использованием подхода scrum; опыт разработки клиент-серверных приложений на java от 0,5 года; опыт работы с java se, spring, web services, jdbc, jms; опыт работы со spring 4+ (boot 1.5+) от 2-х лет. уверенные знания spring core/mvc/data; опыт работы с rdbms (oracle 11g+, postgresql 10+), навыки проектирования и отлаживания проблемных ситуаций; опыт создания rest api, soap; практический опыт работы со сборщиками gradle, maven; умение ясно и чётко выражать и аргументировать свою точку зрения; желание совершенствовать разрабатываемый продукт, принимать ответственность за разрабатываемые решения; умение работать в команде (git, jira/redmine); внутренняя потребность к постоянному самосовершенствованию; вашим преимуществом будут : опыт руководства backend-командой разработки, построения процессов разработки; практический опыт работы с nosql хранилищами; понимание работы и опыт применения поисковых движков: elasticsearch; опыт работы с sso, oauth2, oidc; понимание принципов работы распределенных систем, опыт работы с rabbitmq; знание других языков программирования: python, javascript; навыки ops (ci/cd, docker); опыт работы с jasperreports. что вас ожидает: мы применяем в работе проверенные технологии и подходы разработки, при этом следуем передовым тенденциям it-мира (agile, ci/cd); мы - компания-лидер коммерческого электронного документооборота в россии; работу над стратегическим продуктом компании; возможность развиваться, проходить внешнее и внутреннее обучение; молодой дружный коллектив; корпоративные кружки (английский, футбол, рисование) заработная плата обсуждается индивидуально; свободное начало рабочего дня (с 8 до 10); кабинетная командная рассадка; дмс после окончания испытательного срока; выгодные условия по продуктам сбербанка; возможности профессионального и карьерного роста ограничиваются только желанием; высокий внутренний и внешний темп жизни компании.",developerjava,Санкт-Петербург,,,КОРУС Консалтинг СНГ,2019-10-06T22:46:19+0300,noExperience,full,fullDay,Spring Framework|Git|PostgreSQL|Python|Apache Maven
