,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1338,1338,разработка и поддержка web-проектов. доработка существующих сайтов и разработка новых. программирование и тестирование сайтов.,"команда, увлеченная проектами. постоянные вызовы твоему профессионализму. у тебя будет масса возможностей проявить себя и множество точек роста. адекватное руководство. гибкий график по согласованию. отличное рабочее место, круглосуточный доступ, уютный офис, натуральный кофе, чай.","глубокие знания php, mysql. уверенные знания html5, css3, javascript, jquery. понимание принципов ооп. опыт работы с api внешних сервисов. умение разбираться в чужом коде. умение писать простой и понятный код, следуя принятой методологии. системное видение проектов и логическое мышление. самостоятельность и самоорганизованность. неважно, что вы знаете фреймворки code ignieter, simfony 2, yii 2, cms битрикс (bitrix), wordpress, мы постараемся оценить вас по достоинству. команда, увлеченная проектами. постоянные вызовы твоему профессионализму. у тебя будет масса возможностей проявить себя и множество точек роста. адекватное руководство. гибкий график по согласованию. отличное рабочее место, круглосуточный доступ, уютный офис, натуральный кофе, чай.","разработка и поддержка web-проектов. доработка существующих сайтов и разработка новых. программирование и тестирование сайтов. глубокие знания php, mysql. уверенные знания html5, css3, javascript, jquery. понимание принципов ооп. опыт работы с api внешних сервисов. умение разбираться в чужом коде. умение писать простой и понятный код, следуя принятой методологии. системное видение проектов и логическое мышление. самостоятельность и самоорганизованность. неважно, что вы знаете фреймворки code ignieter, simfony 2, yii 2, cms битрикс (bitrix), wordpress, мы постараемся оценить вас по достоинству. команда, увлеченная проектами. постоянные вызовы твоему профессионализму. у тебя будет масса возможностей проявить себя и множество точек роста. адекватное руководство. гибкий график по согласованию. отличное рабочее место, круглосуточный доступ, уютный офис, натуральный кофе, чай.",веб-программистweb-разработчик,Тюмень,30000.0,50000.0,Интерактивное агентство Aerokod,2019-10-04T19:09:54+0300,between1And3,full,flexible,Веб-программирование|HTML|JavaScript|CSS|MySQL|PHP5|jQuery|PHP|HTML5|1С-Битрикс|Bootstrap|Ajax|Yii|ООП|CSS3|CMS Wordpress|Кроссбраузерная верстка
