,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
52,52,"редактирование текстов написание текстов поиск инфоповодов и публикация новостей публикация контента подбор, обработка и публикация фотографий оптимизация контента",,"профильное высшее образование опыт работы по специальности русский язык - отличное владение, безупречная грамотность высокая скорость печати навыки работы с текстовым и медийным контентом pc power user (ms office, acrobat, графические редакторы) знание html на базовом уровне опыт успешного продвижения в социальных сетях приветствуется умение работать в режиме многозадачности и обрабатывать большие объемы информации","редактирование текстов написание текстов поиск инфоповодов и публикация новостей публикация контента подбор, обработка и публикация фотографий оптимизация контента профильное высшее образование опыт работы по специальности русский язык - отличное владение, безупречная грамотность высокая скорость печати навыки работы с текстовым и медийным контентом pc power user (ms office, acrobat, графические редакторы) знание html на базовом уровне опыт успешного продвижения в социальных сетях приветствуется умение работать в режиме многозадачности и обрабатывать большие объемы информации личные качества: порядочность, доброжелательность, дисциплинированность, высокая работоспособность, отличная память. приветствуется интерес к сфере туризма, международного образования и зимним видам спорта.",редакторсайта,Санкт-Петербург,35000.0,,Про Туризм,2019-10-03T11:49:19+0300,between1And3,full,fullDay,Adobe Photoshop|Высокая скорость печати|Грамотность|Написание текстов|1С-Битрикс|Грамотная речь|HTML|Пользователь ПК|Internet|Работа в команде|Креативность
