,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1038,1038,разработка функционала для сайтов компании с нуля на 1с битрикс,"комфортабельный офис в пешей доступности от метро звенигородская; участие в разработке федерального it проекте в сфере недвижимости; дружный, молодой коллектив; официальное трудоустройство в соответствии с тк рф.","опыт программирования php в системе 1с-bitrix обязательно, ajax и т.п. обязателен опыт оптимизации производительности сайтов на битриксе cтаж работы в аналогичной должности от 3 лет опыт написания собственных компонентов для 1с-битрикс опыт реализации адаптивной верстки уверенное знание: рнр, mysql, html‚ css‚ javascript‚ ajax‚ jquery портфолио проектов, в разработке которых было принято участие комфортабельный офис в пешей доступности от метро звенигородская; участие в разработке федерального it проекте в сфере недвижимости; дружный, молодой коллектив; официальное трудоустройство в соответствии с тк рф.","разработка функционала для сайтов компании с нуля на 1с битрикс опыт программирования php в системе 1с-bitrix обязательно, ajax и т.п. обязателен опыт оптимизации производительности сайтов на битриксе cтаж работы в аналогичной должности от 3 лет опыт написания собственных компонентов для 1с-битрикс опыт реализации адаптивной верстки уверенное знание: рнр, mysql, html‚ css‚ javascript‚ ajax‚ jquery портфолио проектов, в разработке которых было принято участие комфортабельный офис в пешей доступности от метро звенигородская; участие в разработке федерального it проекте в сфере недвижимости; дружный, молодой коллектив; официальное трудоустройство в соответствии с тк рф.",программист битрикс,Санкт-Петербург,80000.0,110000.0,Метрис,2019-10-07T18:02:10+0300,between3And6,full,fullDay,
