,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
779,779,,,"— опыт работы от 3х лет —отличное знание html5, css3 — опыт адаптивной верстки для мобильных телефонов — понимание принципов работы js (большой плюс умение работать с js/jquery) — умение работать с photoshop — уверенное понимание git — внимательность, ответственность и здоровая степень перфекционизма условия работы частичная занятость, удаленная работа на неполный рабочий день (30-40 часов в месяц); оплата 500-800 рублей за час работы. тайм-трекинг осуществляется при помощи redmine; постановка, обсуждение и контроль задач ведется в skype;","требуется html-верстальщик на удаленную работу на неполный рабочий день. у нас есть необходимость в верстке html страниц web приложений. объем работ: ориентировочно 40 часов в месяц адаптивная и кроссбраузерная (chrome, ie11, safari) верстка шаблонов сайтов из psd в html — опыт работы от 3х лет —отличное знание html5, css3 — опыт адаптивной верстки для мобильных телефонов — понимание принципов работы js (большой плюс умение работать с js/jquery) — умение работать с photoshop — уверенное понимание git — внимательность, ответственность и здоровая степень перфекционизма условия работы частичная занятость, удаленная работа на неполный рабочий день (30-40 часов в месяц); оплата 500-800 рублей за час работы. тайм-трекинг осуществляется при помощи redmine; постановка, обсуждение и контроль задач ведется в skype;",html верстальщик,Санкт-Петербург,20000.0,30000.0,Артеко,2019-09-16T13:44:05+0300,between3And6,project,remote,HTML|CSS|HTML5|CSS3|Adobe Photoshop|jQuery|Git|XML|Ajax
145,145,,оформление по тк рф; график пн-пт с 10:00 до 18:00; работа в центре города (наб. фонтанки).,адаптивная кроссбраузерная вёрстка; javascript (на уровне написания небольших сценариев); html и js шаблонизаторы; умение работать с системами контроля версий; приветствуется знание современных js-фреймворков и базовые знания php. оформление по тк рф; график пн-пт с 10:00 до 18:00; работа в центре города (наб. фонтанки).,юридическая cоциальная cеть 9111 приглашает на постоянную работу html-верстальщика.​​​​ адаптивная кроссбраузерная вёрстка; javascript (на уровне написания небольших сценариев); html и js шаблонизаторы; умение работать с системами контроля версий; приветствуется знание современных js-фреймворков и базовые знания php. оформление по тк рф; график пн-пт с 10:00 до 18:00; работа в центре города (наб. фонтанки). не удаленно (только в офис в санкт-петербурге).,html верстальщик,Санкт-Петербург,50000.0,,Юридическая Cоциальная Cеть 9111,2019-10-09T12:14:01+0300,between3And6,full,fullDay,JavaScript|HTML|PHP
355,355,,,,"группа компаний 404 group пребывает в поисках квалифицированного html-верстальщика для развития крупного финансового сервиса. мы делаем продукт, который включает в себя свою финансовую платформу и несколько приложений, обеспечивающих клиентов аналитикой в реальном времени. проекту уже более двух лет, функционирует в условиях постоянных интенсивных нагрузок, спектр задач широкий и чертовски сложный: развитие и модернизация платформы, развитие инфраструктуры, оптимизация, troubleshooting и многое другое. у нас отличный техотдел: каждый занимается своим любимым делом, четко выстроены и налажены процессы, минимум рутины, максимум времени - на решение проблем бизнеса. что нужно делать: верстка посадочных страниц, и верстка шаблонов и модулей для партнерской программы компании обновление кода страниц подключение шаблонов к системе управления контентом(cms) что нужно знать: знания html, css, pug, sass(scss), js(beginner) опыт работы с трекерами задач (мы используем jira); знание методологий (bem, smacss, oocss) что мы предлагаем: официальное оформление по тк рф; доплата больничного до оклада (любое количество дней); дмс с возможностью прикрепить родственников к нашей программе; курсы английского языка в офисе; частичная компенсация занятий спортом; возможность пользоваться корпоративной библиотекой; обучение за счет компании: финансирование курсов/семинаров/тренингов; гибкий график работы, 28 дней отпуска+12 дополнительных выходных в год; классный офис, чай-кофе-сладости, кикер и playstation, шахматы и пуфики.",html верстальщик,Санкт-Петербург,,,404 Group,2019-10-08T14:01:07+0300,between1And3,full,fullDay,
