,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1373,1373,поддержка и написание новых модулей для внутренних web-приложений компании;,"полный рабочий день, работа в современном офисе, официальное трудоустройство, соцпакет; работа в дружной компании, карьерный рост; испытательный срок 2-3 месяца; заработная плата","знания php 7+, javascript, html5, css3 технологий, mysql, ооп; основы debian/ubuntu linux на уровне пользователя; плюсом будет знание node.js, cms wordpress, bootstrap 3, angular js, redis; поддержка и написание новых модулей для внутренних web-приложений компании; полный рабочий день, работа в современном офисе, официальное трудоустройство, соцпакет; работа в дружной компании, карьерный рост; испытательный срок 2-3 месяца; заработная плата","компания egamings (г. рига, латвия) возобновляет набор php-разработчиков для работы в офисе в г. тюмень. компания egamings является одним из самых инновационных разработчиков игровых платформ в мире и поставщиком надежных, готовых к эксплуатации игровых систем. мы предлагаем решения white label, игры топовых игорных провайдеров через единую интеграцию, лицензирование, банковские и другие услуги, а также готовые решения под ключ. с 2008 года мы занимаем лидирующие позиции в сфере разработки онлайн казино. мы гордимся тем, что предлагаем нашим клиентам продукт максимально высокого качества и устанавливаем долгосрочные взаимовыгодные партнерские отношения с лучшими и самыми солидными операторами в мире. head-office нашей компании находится в риге (латвия). открыты филиалы в нескольких городах россии, в том числе в тюмени. знания php 7+, javascript, html5, css3 технологий, mysql, ооп; основы debian/ubuntu linux на уровне пользователя; плюсом будет знание node.js, cms wordpress, bootstrap 3, angular js, redis; поддержка и написание новых модулей для внутренних web-приложений компании; полный рабочий день, работа в современном офисе, официальное трудоустройство, соцпакет; работа в дружной компании, карьерный рост; испытательный срок 2-3 месяца; заработная плата от 80`000 до 140&#39;000 рублей (в зависимости от уровня программиста); собеседование: письменный тест (вопросы php, sql -основные html, css, js - дополнительные) по скайпу; общение с тимлидом по скайпу; собеседование с руководителем филиала; резюме обязательно. сопроводительное письмо с перечислением проектов, умений, навыков будет преимуществом. в нашей компании вы найдете: официальное трудоустройство и социальные гарантии сплочённую и сильную команду, в которой можно быстро вырасти поддержку в реализации идей и поощрение инициативности адекватное руководство компенсацию дмс после 1 года работы корпоративную библиотеку обеды с коллегами по пятницам в лучших ресторанах города свободный режим работы нормированную 40-часовую рабочую неделю отсутствие дресс-кода комфортное рабочее место в современном уютном офисе кофе, чай, молоко, печеньки в любое время суток и в неограниченном количестве",php программист,Тюмень,80000.0,140000.0,"Egamings, филиал г. Псков",2019-10-04T17:48:13+0300,between3And6,full,fullDay,PHP|MySQL|PHP5|HTML5|JavaScript|Git|ООП
923,923,разработка внутренней erp-системы насчитывающей около 100 разделов.,"место работы: м. чернышевская, отличный офис в центре города, парковка; график работы: 5/2; возможность профессионального роста; достойный уровень компенсации, который обсуждается с каждым кандидатом индивидуально.","отличное знание одного из популярных php cmf: yii, symfony, laravel, cakephp и т.п.; уверенное знание php начиная с версии 5.6; отличные знания mysql, html 5, javascript, jquery, css; умение работать с чужим кодом.","коммуникационная группа &quot;майер&quot; приглашает в свою команду специалиста на позицию &quot;php-программист&quot;. отличное знание одного из популярных php cmf: yii, symfony, laravel, cakephp и т.п.; уверенное знание php начиная с версии 5.6; отличные знания mysql, html 5, javascript, jquery, css; умение работать с чужим кодом. плюсом будет: умение верстать; знания администрирования linux. разработка внутренней erp-системы насчитывающей около 100 разделов. место работы: м. чернышевская, отличный офис в центре города, парковка; график работы: 5/2; возможность профессионального роста; достойный уровень компенсации, который обсуждается с каждым кандидатом индивидуально. коммуникационная группа &quot;майер&quot; работает на рынке москвы и санкт-петербурга с 2002 года. в состав коммуникационной группы входят: коммуникационное агентство; рекламное производство; интернет-студия; типография. штат компании более 180 человек",php программист,Санкт-Петербург,100000.0,150000.0,Майер,2019-10-07T17:28:50+0300,moreThan6,full,fullDay,
618,618,,"оформление по тк рф; гибкий график, приятный коридор опозданий; современное рабочее место, 2 монитора, ос на выбор; beanbag, кофе, чай, пицца; удобный офис в бизнес центре, в центре города, в 5 минутах от метро; команда профессионалов; отпуска в удобное время, отгулы; премии при быстром выполнении задач или переработке.","знание, понимание, опыт работы с кодом в рамках ооп; git; psr; опыт работы с любым современным фреймворком опыт работы с orm обучаемость; умение брать ответственность, соблюдать сроки;","для вас есть много интересных задач и проектов. предусмотрены премии за переработку, оценка переработки прозрачна. предстоит разрабатывать индивидуальные erp, crm системы и сайты на php. знание, понимание, опыт работы с кодом в рамках ооп; git; psr; опыт работы с любым современным фреймворком опыт работы с orm обучаемость; умение брать ответственность, соблюдать сроки; будет плюсом: паттерны проектирования; опыт с zf, symfony; js, vue, node (для fullstack); doctrine; sql опыт настройки linux серверов оформление по тк рф; гибкий график, приятный коридор опозданий; современное рабочее место, 2 монитора, ос на выбор; beanbag, кофе, чай, пицца; удобный офис в бизнес центре, в центре города, в 5 минутах от метро; команда профессионалов; отпуска в удобное время, отгулы; премии при быстром выполнении задач или переработке.",php программист,Санкт-Петербург,60000.0,170000.0,ИНДИНС,2019-09-15T10:35:14+0300,between3And6,full,flexible,ООП|MVC|MySQL|PHP7|PHP|Symfony|Git|SQL
