,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
77,77,"- организация работы отдела с букмекерами; - планирование своей деятельности, своевременное выполнения задач, контроль исполнения; - работа и коммуникация с российскими букмекерами (цупис) (изменение бонуса, условий, логотипа); - мониторинг рынка бк, сбор информации, проверка актуальной информации; - первичный анализ поступающих со стороны игроков жалоб на нарушение прав со стороны букмекера и оценка их обоснованности; - работа с беттинг данными – сканеры котировок, источники статистической информации, сайты спортивных федераций и независимые видеоматериалы; - выявление типовых жалоб и проблемных тенденций в операционной деятельности букмекерских контор; - взаимодействие с отделами компании (редакция, дизайн, графика).","удаленный формат сотрудничества; работа в активно развивающейся компании международного уровня; полностью белая заработная плата; оплата обучения, повышения квалификации и другие возможности для профессионального и личностного роста.","- знание видов спорта (правила игры, схематика типовых действий участников спортивного матча по основным видам спорта, умение в краткий срок понять схему действий по немассовому виду спорта); - развитый практический опыт игры на сайтах букмекерских контор - ориентирование в видах росписи букмекерской линии, в формировании и факторах изменения котировок; - понимание поведенческой манеры игрока, в том числе типовых действий по обходу ограничений со стороны букмекера; - знание работы российских букмекеров; - стрессоустойчивость. удаленный формат сотрудничества; работа в активно развивающейся компании международного уровня; полностью белая заработная плата; оплата обучения, повышения квалификации и другие возможности для профессионального и личностного роста.","legalbet - международное интернет-сми околоспортивной направленности. в основе проекта лежит культура честной и объективной информации, помогающей читателям сориентироваться в теме спортивных ставок. сайты компании работают на легальных, регулируемых рынках россии, казахстана, испании, румынии и греции. в планах на ближайшее будущее — завоевание новых рынков! запуск и поддержка новых сайтов в других странах. - организация работы отдела с букмекерами; - планирование своей деятельности, своевременное выполнения задач, контроль исполнения; - работа и коммуникация с российскими букмекерами (цупис) (изменение бонуса, условий, логотипа); - мониторинг рынка бк, сбор информации, проверка актуальной информации; - первичный анализ поступающих со стороны игроков жалоб на нарушение прав со стороны букмекера и оценка их обоснованности; - работа с беттинг данными – сканеры котировок, источники статистической информации, сайты спортивных федераций и независимые видеоматериалы; - выявление типовых жалоб и проблемных тенденций в операционной деятельности букмекерских контор; - взаимодействие с отделами компании (редакция, дизайн, графика). - знание видов спорта (правила игры, схематика типовых действий участников спортивного матча по основным видам спорта, умение в краткий срок понять схему действий по немассовому виду спорта); - развитый практический опыт игры на сайтах букмекерских контор - ориентирование в видах росписи букмекерской линии, в формировании и факторах изменения котировок; - понимание поведенческой манеры игрока, в том числе типовых действий по обходу ограничений со стороны букмекера; - знание работы российских букмекеров; - стрессоустойчивость. удаленный формат сотрудничества; работа в активно развивающейся компании международного уровня; полностью белая заработная плата; оплата обучения, повышения квалификации и другие возможности для профессионального и личностного роста.",руководительотделапоработесбукмекерами,Санкт-Петербург,60000.0,,ЛЕГАЛБЕТ,2019-09-24T13:03:30+0300,between1And3,full,remote,Спортивные мероприятия|Планирование|Деловая коммуникация|Ведение отчетности|Аналитическое мышление
