,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1059,1059,,"возможность быстрого профессионального развития; работа с современным стеком технологий; гибкий график работы; возможность работать с технически уникальными продуктами; возможность поработать с лучшими экспертами в своей сфере; уютный офис со всем необходимым для комфортной работы и отдыха; 100% оплачиваемые больничные, отпуск 28 календарных дней; lifetime opportunity!",,"мы – the_covert. создаем международные финансовые сервисы, которыми пользуются миллионы людей. у нас есть несколько классных продуктов, каждый из которых входит в топ-5 крупнейших в своей нише, а также много стартапов. кому хотим предложить работу? тем, кто хочет нырнуть в мир it с головой. если хотите начать карьеру на стыке экономики и it, много работать, наблюдать как ежедневные усилия превращаются в востребованный продукт – ждем ваши cv. на один из наших проектов ищем разработчика с++ для разработки и сопровождения распределенного по под ос linux. задачи: написание нового кода; рефакторинг и оптимизация существующего кода; разработка unit тестов под новый и существующий код; разработка и развитие отладочных утилит на c++ и python. мы ждем от вас: начальные знания с++ (стандарты с++03 - с++14); начальные знания стандартной библиотеки stl (контейнеры и алгоритмы); представление о принципах работы компилятора и компоновщика; представление о принципах работы сетевых протоколов tcp и udp; знание английского языка на уровне чтения технической документации; высшее техническое образование (в т.ч. незаконченное). вашими преимуществами будут: опыт работы с ос linux; опыт применения скриптовых языков, таких как python и lua; опыт применения unit тестирования; понимание принципов работы систем контроля версий (git, mercurial); опыт работы с библиотеками libev, boost, zmq. возможность быстрого профессионального развития; работа с современным стеком технологий; гибкий график работы; возможность работать с технически уникальными продуктами; возможность поработать с лучшими экспертами в своей сфере; уютный офис со всем необходимым для комфортной работы и отдыха; 100% оплачиваемые больничные, отпуск 28 календарных дней; lifetime opportunity!",программистс++(junior),Санкт-Петербург,,,the_covert,2019-10-01T12:39:18+0300,noExperience,full,flexible,C++|STL|Linux|Python
