,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
5,5,"обслуживание абонентов в центрах обслуживания продажи продуктов и услуг, мобильной и стационарной техники, аксессуаров выполнение планов продаж",официальный доход (оклад + личные продажи) оформление в соответствии с тк рф с первого рабочего дня. удобный график работы-5/2 с плавающими выходными (40-часовая рабочая неделя) оплачиваемое корпоративное обучение развитая система премирования возможность профессионального развития и карьерного роста насыщенная корпоративная жизнь работа в команде с профессионалами над сложными и интересными задачами.,образование не ниже среднего специального желание развиваться в направлении продаж и работы с клиентами приветствуется опыт работы в аналогичной должности уверенное владение пк официальный доход (оклад + личные продажи) оформление в соответствии с тк рф с первого рабочего дня. удобный график работы-5/2 с плавающими выходными (40-часовая рабочая неделя) оплачиваемое корпоративное обучение развитая система премирования возможность профессионального развития и карьерного роста насыщенная корпоративная жизнь работа в команде с профессионалами над сложными и интересными задачами.,"обслуживание абонентов в центрах обслуживания продажи продуктов и услуг, мобильной и стационарной техники, аксессуаров выполнение планов продаж образование не ниже среднего специального желание развиваться в направлении продаж и работы с клиентами приветствуется опыт работы в аналогичной должности уверенное владение пк официальный доход (оклад + личные продажи) оформление в соответствии с тк рф с первого рабочего дня. удобный график работы-5/2 с плавающими выходными (40-часовая рабочая неделя) оплачиваемое корпоративное обучение развитая система премирования возможность профессионального развития и карьерного роста насыщенная корпоративная жизнь работа в команде с профессионалами над сложными и интересными задачами.","продавец консультант в салон связи ""теле2"" (м. автово)",Санкт-Петербург,40000.0,,Ростелеком - Розничные Системы,2019-10-03T10:01:11+0300,noExperience,full,fullDay,Работа в команде|Навыки продаж|Развитие продаж|Обучение и развитие|Клиентоориентированность|Обслуживание покупателей
