,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
903,903,,,,"докторслон.ру - лидер рынка товаров для ухода за полостью рта в online-сегменте. мы продаём зубные щётки, ирригаторы, тонометры и другие товары для здоровья и ухода. мы уделяем первостепенное внимание выстраиванию долгосрочных отношений с покупателем, внимательно следим за сервисом и считаем это своим конкурентным преимуществом. в связи с ростом мы ищем менеджера-оператора. если у вас нет опыта работы, научим всему необходимому. чем тебе предстоит заниматься: прием телефонных звонков, консультирование покупателей (звонить и предлагать ничего не нужно!); обработка заказов интернет-магазина, работа с программой мой склад; общение с покупателями в онлайн-консультанте. мы ждем, что ты: обладаешь грамотной речью; образование любое, опыт твоей работы для нас тоже не принципиален (всему научим); умеешь решать проблемные ситуации‚ находить общий язык с клиентами; внимательный‚ умеешь быстро учиться и запоминать информацию. что мы можем предложить: комфортный современный офис на петроградке; дружный коллектив единомышленников и адекватное руководство :); график 2/2 с 9 до 21 или 10 до 22; оплачиваемый период обучения; оформление по тк рф; динамично развивающийся интернет-магазин, перспектива профессионального роста; скидки на товары для сотрудников; бесплатное питание.",менеджер оператор интернет магазина,Санкт-Петербург,32000.0,38000.0,Докторслон.ру,2019-10-07T17:16:39+0300,noExperience,full,fullDay,Грамотная речь|Пользователь ПК|внимательность|Стрессоустойчивость|Телефонные переговоры|Работа с большим объемом информации
