,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
512,512,,,,"привет! мы ищем qa-инженера, который вместе с нами будет решать сложные и интересные задачи, направленные на совершенствование качества продуктов компании. мы постоянно развиваемся и улучшаем культуру и качество разработки наших программных решений. и кстати – мы придерживаемся agile подходов, и очень ценим работу продуктовой команды, частью которой тебе и предстоит стать. ты нам подходишь, если у тебя живой ум, ты постоянно учишься, командный игрок и имеешь за плечами большой багаж опыта и знаний, и готов применить их в деле. задачи: ручное тестирование ui web и mobile приложений компании ручное тестирование api создание сценариев для тестирования (чек-листы, тест-кейсы) обнаружение, документирование и отслеживание дефектов работа в agile-команде, активное взаимодействие с аналитиками, разработчиками и тестировщиками интеграционных проектов без лишней бюрократии автоматизация тестирования rest-сервисов автоматизация тестирования ui веб-приложений баг-репортинг, подготовка отчетности о результатах тестирования мы ждем от тебя: опыт в тестировании от 2 лет умение работать с postman или curl для создания запросов к веб-серверу (или другими инструментами) умение понятно и грамотно излагать мысли в устной и письменной форме опыт тестирования web, аndroid, ios версий по, в т.ч. без функциональной спецификации уверенные знания sql на уровне написания запросов к базе с использованием группировок и подзапросов уверенные знания методологий, видов и процессов тестирования по и их применения на практике мы готовы предложить успешным кандидатам: влиться в дружный коллектив позитивных трудоголиков стать частью яркой команды увлеченных, целеустремленных людей рабочий график – полный рабочий день, пятидневка с 10 до 18 часов уютный офис, чай, кофе и не только много разнообразных интересных и креативных программ для сотрудников!",специалистпотестированию,Санкт-Петербург,,,OCS distribution,2019-09-19T12:33:22+0300,between1And3,full,fullDay,SQL|Тестирование|HTML|REST|API|JSON API|UI|QA
