,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
787,787,"​​​​​​управление корпоративным проектом «внедрение erp» по полному циклу проектного управления: «автоматизация бизнес-процессов», «входная и выходная логистика (закупки)», «продажи», «wms» организация и контроль проекта по внедрению разработка детального плана работ по проекту разработка функционала 1с систем организация кросс-функциональных коммуникаций со всеми заинтересованными лицами, подготовка и проведение презентаций ответственность за выполнение проектных работ в соответствии с план-графиком проекта (сроки, бюджет, функциональные рамки), контроль расходования бюджета проекта","работа в офисе, в центре города, ст. м. &quot;петроградская&quot; (пешая доступность) и на базе производства - гатчина, п. пудость (есть корпоративная развозка) заработная плата обсуждается на собеседовании график работы: пятидневка, часы работы на выбор: 9.00 -17.30/ 9.30 - 18.00/ 10.00 - 18.30 оформление по тк рф хороший коллектив стабильность выплат и надежность компании подчинение финансовому директору",высшее техническое или экономическое образование,"​​​​​​управление корпоративным проектом «внедрение erp» по полному циклу проектного управления: «автоматизация бизнес-процессов», «входная и выходная логистика (закупки)», «продажи», «wms» организация и контроль проекта по внедрению разработка детального плана работ по проекту разработка функционала 1с систем организация кросс-функциональных коммуникаций со всеми заинтересованными лицами, подготовка и проведение презентаций ответственность за выполнение проектных работ в соответствии с план-графиком проекта (сроки, бюджет, функциональные рамки), контроль расходования бюджета проекта высшее техническое или экономическое образование опыт внедрения и успешной реализации erp системы обязателен знание механизмов платформы 8.3 работа с управленческими платформами 1с ответственность, умение планировать свою работу, готовность работать самостоятельно работа в офисе, в центре города, ст. м. &quot;петроградская&quot; (пешая доступность) и на базе производства - гатчина, п. пудость (есть корпоративная развозка) заработная плата обсуждается на собеседовании график работы: пятидневка, часы работы на выбор: 9.00 -17.30/ 9.30 - 18.00/ 10.00 - 18.30 оформление по тк рф хороший коллектив стабильность выплат и надежность компании подчинение финансовому директору",администраторповнедрениюerpсистемы,Санкт-Петербург,,,Синтез-Ресурс,2019-10-10T14:48:32+0300,between3And6,full,fullDay,Управление проектами|Подготовка презентаций|1С: Управление предприятием|ERP-системы на базе 1С|ERP Systems|1С: Управление Производственным Предприятием
