,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
929,929,"разработка программного обеспечения (полный цикл) сбор, систематизация и формализация требований пользователей разработка новой функциональности, общение с пользователями внедрение решений на платформе 1с: ут, розница, зуп, бп",работу в стабильной компании- более четверти века на рынке! реальный карьерный рост! большинство наших руководителей начали свой профессиональный путь с линейных должностей.,практический опыт работы в аналогичной должности,"в компанию (федеральная сеть магазинов- автозапчасти) требуется программист 1с! разработка программного обеспечения (полный цикл) сбор, систематизация и формализация требований пользователей разработка новой функциональности, общение с пользователями внедрение решений на платформе 1с: ут, розница, зуп, бп практический опыт работы в аналогичной должности не менее двух лет!! знание одной или нескольких конфигураций 1с- упп, ут, бп, зуп, розница 2 знание языка запросов, скд, управляемых форм навыки администрирования серверов предприятия и sql будет однозначным преимуществом!! работу в стабильной компании- более четверти века на рынке! реальный карьерный рост! большинство наших руководителей начали свой профессиональный путь с линейных должностей. высокий уровень дохода- оклад обсуждается на собеседовании, исходя из вашего опыта. гибкий график- 5/2 пн-чт по 8 часов (начало рабочего дня 08.00-10.00 на выбор), в пт сокращенный день. официальное согласно тк рф с первого рабочего дня социальный пакет гарантированные выплаты заработной платы без задержек - всегда! готовы рассматривать соискателей с переездом в москву!! первичное собеседование проходит в рамках skype- интервью! день и время может быть любым!",программистведущийпрограммист1с(москва),Санкт-Петербург,100000.0,,Армия Кадров,2019-09-30T21:05:35+0300,between1And3,full,fullDay,1С программирование|1С: Предприятие 8|MS SQL
