,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
913,913,,,,"яркая философия, высокорезультативная среда, амбиции и максимальная заряженность сделать лучший продукт - это про ultimate guitar, самый крупный в мире ресурс для музыкантов и гитаристов. когда мы рассказываем про свою работу в компании, большая часть людей широко раскрывают глаза и говорят &quot;да ладно! это в россии?&quot;. да. мы ищем амбициозного рекрутера, который хочет вырасти и стать ceo одной из компаний. не меньше. сейчас быть рекрутером в компании - означает находить самых талантливых людей в мире, связывать их интересы и карьеру с магией и возможностями ultimate guitar. мы уверены, что химия между рекрутером и соискателем, вызванная чувством юмора, внимательностью, энергией и профессионализмом - это начало классных будущих рабочих отношений. процессы в ultimate guitar просты и понятны: у нас нет долгих согласований, а сотрудники сами могут принимать решения. так что у вас всегда будет возможность реализовать свои идеи и пробовать что-то новое. а еще мы очень рок-н-рольные и движовые. чем предстоит заниматься: активный сорсинг и привлечение кандидатов middle/senior+ уровня. делать упор на поиск неактивных кандидатов из linkedin / dribble / behance / github / stack overflow / facebook / telegram и прочих профессиональных источников. ведение и управление внутренней базой кандидатов, формирование резерва организация интервью и дальнейшее сопровождение статусов кандидатов мониторинг рынка, поиск новых и оптимизация текущих источников подбора специалистов что тебе точно пригодится: вам нравится рекрутинг и и вы в курсе последних профильных новостей. опыт работы в качестве сорсера или рекрутера от 3 лет понимание рынка it/gamedev опыт внедрения новых инструментов, поиск эффективных ресурсов привлечения кандидатов безупречный навык сорсинга: вы всегда в курсе последних инноваций в сфере поиска информации, личных данных в сети, вы активный участник профильных сообществ и групп boolean search в совершенстве вы умеете достигать результатов что мы предлагаем: работа в калининградском офисе - поможем переехать всей семьей вжжух! и даже комфортнее. тут море, европа, хорошо жить и круто работать. принять участие в очень крутой цели — мы собираемся перевернуть музыкальный мир и увеличить количество музыкантов во всем мире до 1 миллиарда. с первого рабочего дня программу адаптации и обучения у сильных специалистов, которые выступают с экспертизой на международных конференциях. личное влияние на многомиллионные музыкальные ресурсы. атмосферу стартапа с высоким уровнем свободы и доверия. крутой офис, в котором есть неограниченный jack daniels, сцена и много гитаристов. настоящий рок-н-ролльный подход к управлению, работе и проектам. рабочий день с 09.00 до 15.00, пн/сб. секретный ингредиент хорошего настроения сотрудников :-)",itрекрутервultimateguitar,Санкт-Петербург,,,ВСМ Груп,2019-09-24T18:03:45+0300,between3And6,full,fullDay,Executive Search|Boolean Search
